Country,Country sp,Deaths,EW,Fips,ISO3166Alpha2,ISO3166Alpha3,Code,Iso3166,Lab Confirm,Last Available EpiWeek,Number of Records,PAHO Code Num,PAHO Code,Population,RegionLvl0,RegionLvl1,RegionLvl2,RegionLvl3,Region,Serotype,Severe Dengue,Suspected,TIS,Type,W Pais,Year
Antigua and Barbuda,Antigua y Barbuda,0,43,AC,AG,ATG,28,28,0,43,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Antigua and Barbuda,Antigua y Barbuda,0,44,AC,AG,ATG,28,28,0,44,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Antigua and Barbuda,Antigua y Barbuda,0,45,AC,AG,ATG,28,28,0,45,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Antigua and Barbuda,Antigua y Barbuda,0,46,AC,AG,ATG,28,28,0,46,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Antigua and Barbuda,Antigua y Barbuda,0,47,AC,AG,ATG,28,28,0,47,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Antigua and Barbuda,Antigua y Barbuda,0,48,AC,AG,ATG,28,28,0,48,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Antigua and Barbuda,Antigua y Barbuda,0,49,AC,AG,ATG,28,28,0,49,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Antigua and Barbuda,Antigua y Barbuda,0,50,AC,AG,ATG,28,28,0,50,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Antigua and Barbuda,Antigua y Barbuda,0,51,AC,AG,ATG,28,28,0,51,1,431,ANT,95,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1,ANT,Preliminar,ATG,2017
Aruba,Aruba,,1,AA,AW,ABW,533,533,,1,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,,0,0,ARU,Preliminar,ABW,2017
Aruba,Aruba,,2,AA,AW,ABW,533,533,,2,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,,0,0,ARU,Preliminar,ABW,2017
Aruba,Aruba,,3,AA,AW,ABW,533,533,,3,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,,0,0,ARU,Preliminar,ABW,2017
Aruba,Aruba,,4,AA,AW,ABW,533,533,,4,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,,0,0,ARU,Preliminar,ABW,2017
Aruba,Aruba,,5,AA,AW,ABW,533,533,,4,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,,0,0,ARU,Preliminar,ABW,2017
Aruba,Aruba,,6,AA,AW,ABW,533,533,,4,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,,0,0,ARU,Preliminar,ABW,2017
Aruba,Aruba,,7,AA,AW,ABW,533,533,,4,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,,0,0,ARU,Preliminar,ABW,2017
Aruba,Aruba,,8,AA,AW,ABW,533,533,16,8,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,175,ARU,Preliminar,ABW,2017
Aruba,Aruba,,9,AA,AW,ABW,533,533,16,8,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,175,ARU,Preliminar,ABW,2017
Aruba,Aruba,,10,AA,AW,ABW,533,533,16,8,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,175,ARU,Preliminar,ABW,2017
Aruba,Aruba,,11,AA,AW,ABW,533,533,16,8,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,175,ARU,Preliminar,ABW,2017
Aruba,Aruba,,12,AA,AW,ABW,533,533,16,8,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,175,ARU,Preliminar,ABW,2017
Aruba,Aruba,,13,AA,AW,ABW,533,533,16,8,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,175,ARU,Preliminar,ABW,2017
Aruba,Aruba,,14,AA,AW,ABW,533,533,16,8,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,175,ARU,Preliminar,ABW,2017
Aruba,Aruba,,15,AA,AW,ABW,533,533,16,8,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,175,ARU,Preliminar,ABW,2017
Aruba,Aruba,,16,AA,AW,ABW,533,533,16,16,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,159,ARU,Preliminar,ABW,2017
Aruba,Aruba,,17,AA,AW,ABW,533,533,16,16,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,159,ARU,Preliminar,ABW,2017
Aruba,Aruba,,18,AA,AW,ABW,533,533,16,16,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,159,ARU,Preliminar,ABW,2017
Aruba,Aruba,,19,AA,AW,ABW,533,533,16,16,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,159,ARU,Preliminar,ABW,2017
Aruba,Aruba,,20,AA,AW,ABW,533,533,16,16,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,159,ARU,Preliminar,ABW,2017
Aruba,Aruba,,21,AA,AW,ABW,533,533,16,16,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,159,ARU,Preliminar,ABW,2017
Aruba,Aruba,,22,AA,AW,ABW,533,533,16,16,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,159,ARU,Preliminar,ABW,2017
Aruba,Aruba,,23,AA,AW,ABW,533,533,16,16,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,159,ARU,Preliminar,ABW,2017
Aruba,Aruba,,24,AA,AW,ABW,533,533,8,24,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,661,ARU,Preliminar,ABW,2017
Aruba,Aruba,,25,AA,AW,ABW,533,533,8,24,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,661,ARU,Preliminar,ABW,2017
Aruba,Aruba,,26,AA,AW,ABW,533,533,9,26,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,688,ARU,Preliminar,ABW,2017
Aruba,Aruba,,27,AA,AW,ABW,533,533,9,27,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,688,ARU,Preliminar,ABW,2017
Aruba,Aruba,,28,AA,AW,ABW,533,533,9,28,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,688,ARU,Preliminar,ABW,2017
Aruba,Aruba,,29,AA,AW,ABW,533,533,9,28,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,688,ARU,Preliminar,ABW,2017
Aruba,Aruba,,30,AA,AW,ABW,533,533,9,28,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,688,ARU,Preliminar,ABW,2017
Aruba,Aruba,,31,AA,AW,ABW,533,533,9,28,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,688,ARU,Preliminar,ABW,2017
Aruba,Aruba,,32,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,33,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,34,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,35,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,36,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,37,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,38,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,39,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,40,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,41,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,42,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,43,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,44,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,45,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,46,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,47,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,48,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,49,AA,AW,ABW,533,533,401,32,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,669,ARU,Preliminar,ABW,2017
Aruba,Aruba,,50,AA,AW,ABW,533,533,13,50,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1734,ARU,Preliminar,ABW,2017
Aruba,Aruba,,51,AA,AW,ABW,533,533,23,51,1,533,ARU,115,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1734,ARU,Preliminar,ABW,2017
Bahamas,Bahamas,,1,BF,BS,BHS,44,44,0,1,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,,2,BF,BS,BHS,44,44,0,2,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,,3,BF,BS,BHS,44,44,0,3,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,4,BF,BS,BHS,44,44,0,4,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,5,BF,BS,BHS,44,44,0,5,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,6,BF,BS,BHS,44,44,0,6,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,7,BF,BS,BHS,44,44,0,7,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,8,BF,BS,BHS,44,44,0,8,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,9,BF,BS,BHS,44,44,0,9,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,10,BF,BS,BHS,44,44,0,10,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,11,BF,BS,BHS,44,44,0,11,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,12,BF,BS,BHS,44,44,0,12,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,13,BF,BS,BHS,44,44,0,12,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,14,BF,BS,BHS,44,44,0,12,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,15,BF,BS,BHS,44,44,0,12,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,16,BF,BS,BHS,44,44,0,12,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,17,BF,BS,BHS,44,44,0,12,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,18,BF,BS,BHS,44,44,0,12,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,19,BF,BS,BHS,44,44,0,12,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,,0,0,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,20,BF,BS,BHS,44,44,0,20,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,21,BF,BS,BHS,44,44,0,21,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,22,BF,BS,BHS,44,44,0,22,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,23,BF,BS,BHS,44,44,0,23,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,24,BF,BS,BHS,44,44,0,24,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,25,BF,BS,BHS,44,44,0,25,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,26,BF,BS,BHS,44,44,0,26,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,27,BF,BS,BHS,44,44,0,27,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,28,BF,BS,BHS,44,44,0,28,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,29,BF,BS,BHS,44,44,0,29,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,30,BF,BS,BHS,44,44,0,30,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,31,BF,BS,BHS,44,44,0,31,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,32,BF,BS,BHS,44,44,0,32,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,33,BF,BS,BHS,44,44,0,33,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,34,BF,BS,BHS,44,44,0,34,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,35,BF,BS,BHS,44,44,0,35,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,4,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,36,BF,BS,BHS,44,44,0,36,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,37,BF,BS,BHS,44,44,0,37,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,38,BF,BS,BHS,44,44,0,38,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,39,BF,BS,BHS,44,44,0,39,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,40,BF,BS,BHS,44,44,0,40,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,41,BF,BS,BHS,44,44,0,41,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,42,BF,BS,BHS,44,44,0,42,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,43,BF,BS,BHS,44,44,0,43,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,44,BF,BS,BHS,44,44,0,44,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,45,BF,BS,BHS,44,44,0,45,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,46,BF,BS,BHS,44,44,0,46,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,47,BF,BS,BHS,44,44,0,47,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,48,BF,BS,BHS,44,44,0,48,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,49,BF,BS,BHS,44,44,0,49,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,50,BF,BS,BHS,44,44,0,50,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Bahamas,Bahamas,0,51,BF,BS,BHS,44,44,0,51,1,426,BAH,395,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,14,BAH,Preliminar,BHS,2017
Barbados,Barbados,0,4,BB,BB,BRB,52,52,15,4,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,51,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,5,BB,BB,BRB,52,52,15,4,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,51,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,6,BB,BB,BRB,52,52,15,4,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,51,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,7,BB,BB,BRB,52,52,15,4,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,51,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,8,BB,BB,BRB,52,52,15,4,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,51,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,9,BB,BB,BRB,52,52,15,4,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,51,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,10,BB,BB,BRB,52,52,15,4,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,51,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,11,BB,BB,BRB,52,52,15,4,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,51,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,12,BB,BB,BRB,52,52,21,12,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,96,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,13,BB,BB,BRB,52,52,21,12,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,96,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,14,BB,BB,BRB,52,52,21,12,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,96,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,15,BB,BB,BRB,52,52,21,12,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,96,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,16,BB,BB,BRB,52,52,21,12,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,96,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,17,BB,BB,BRB,52,52,21,12,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,96,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,18,BB,BB,BRB,52,52,21,12,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,96,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,19,BB,BB,BRB,52,52,21,12,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,96,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,20,BB,BB,BRB,52,52,29,20,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,151,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,21,BB,BB,BRB,52,52,29,20,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,151,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,22,BB,BB,BRB,52,52,29,20,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,151,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,23,BB,BB,BRB,52,52,29,20,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,151,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,24,BB,BB,BRB,52,52,29,20,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,151,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,25,BB,BB,BRB,52,52,29,20,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,151,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,26,BB,BB,BRB,52,52,29,20,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,151,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,27,BB,BB,BRB,52,52,29,20,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,151,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,28,BB,BB,BRB,52,52,29,28,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,192,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,29,BB,BB,BRB,52,52,29,28,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,192,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,30,BB,BB,BRB,52,52,29,28,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,192,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,31,BB,BB,BRB,52,52,29,28,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,192,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,32,BB,BB,BRB,52,52,29,28,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,192,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,33,BB,BB,BRB,52,52,29,28,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,192,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,34,BB,BB,BRB,52,52,29,28,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,192,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,35,BB,BB,BRB,52,52,29,28,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,192,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,36,BB,BB,BRB,52,52,43,36,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,309,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,37,BB,BB,BRB,52,52,43,36,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,309,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,38,BB,BB,BRB,52,52,43,36,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,309,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,39,BB,BB,BRB,52,52,43,36,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,309,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,40,BB,BB,BRB,52,52,85,40,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,398,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,41,BB,BB,BRB,52,52,85,40,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,398,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,42,BB,BB,BRB,52,52,85,40,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,398,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,43,BB,BB,BRB,52,52,85,40,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,398,BAR,Preliminar,BRB,2017
Barbados,Barbados,0,44,BB,BB,BRB,52,52,85,40,1,427,BAR,292,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,398,BAR,Preliminar,BRB,2017
