Country,Country sp,Deaths,EW,Fips,ISO3166Alpha2,ISO3166Alpha3,Code,Iso3166,Lab Confirm,Last Available EpiWeek,Number of Records,PAHO Code Num,PAHO Code,Population,RegionLvl0,RegionLvl1,RegionLvl2,RegionLvl3,Region,Serotype,Severe Dengue,Suspected,TIS,Type,W Pais,Year
Mexico,México,0,52,MX,MX,MEX,484,484,345,13,1,466,MEX,129163,AMR,LAC,CAI,LAM,MEX,"DEN 1,2,3",32,4458,MEX,Preliminar,MEX,2018
Montserrat,Montserrat,0,52,MH,MS,MSR,500,500,0,8,1,465,MON,5,AMR,LAC,NLC,CAR,NLC,,0,0,MNT,Preliminar,MON,2018
Nicaragua,Nicaragua,0,52,NU,NI,NIC,558,558,298,12,1,468,NIC,6218,AMR,LAC,CAI,LAM,CAI,UNKNOWN,,9830,NIC,Preliminar,NIC,2018
Panama,Panamá,0,52,PM,PA,PAN,591,591,876,11,1,470,PAN,4099,AMR,LAC,CAI,LAM,CAI,"DEN 1,2",3,1774,PAN,Preliminar,PAN,2018
Antigua and Barbuda,Antigua y Barbuda,0,52,AC,AG,ATG,28,28,3,52,1,431,ANT,94,AMR,LAC,NLC,CAR,NLC,DEN 2,0,103,ANT,Preliminar,ATG,2016
Argentina,Argentina,10,52,AR,AR,ARG,32,32,41211,52,1,425,ARG,43847,AMR,LAC,SAR,LAM,SCR,"DEN 1,4",0,79455,ARG,Final,ARG,2016
Bahamas,Bahamas,0,52,BF,BS,BHS,44,44,1,52,1,426,BAH,393,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,82,BAH,Preliminar,BHS,2016
Barbados,Barbados,0,52,BB,BB,BRB,52,52,429,52,1,427,BAR,291,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1433,BAR,Preliminar,BRB,2016
Bermuda,Bermuda,0,52,BD,BM,BMU,60,60,0,52,1,429,BER,71,AMR,NAR,NLC,NAR,NAR,UNKNOWN,0,2,BER,Preliminar,BMU,2016
Bolivia,Bolivia,1,52,BL,BO,BOL,68,68,3552,52,1,428,BOL,10888,AMR,LAC,SAR,LAM,ANR,"DEN 1,2,4",56,31756,BOL,Preliminar,BOL,2016
Virgin Islands (UK),Islas Vírgenes (RU),0,52,VI,VG,VGB,92,92,108,52,1,436,VIK,34,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,100,VIB,Preliminar,VIR,2016
Canada,Canadá,0,52,CA,CA,CAN,124,124,0,52,1,437,CAN,0,AMR,NAR,NAR,NAR,NAR,,0,0,CAN,Final,CAN,2016
Cayman Islands,Islas Caimán,0,52,CJ,KY,CYM,136,136,2,52,1,438,CAY,57,AMR,LAC,NLC,CAR,NLC,DEN 3,0,150,CAY,Preliminar,CYM,2016
Chile,Chile,0,52,CI,CL,CHL,152,152,0,52,1,439,CHI,18132,AMR,LAC,SAR,LAM,SCR,DEN 1,0,33,CHI,Preliminar,CHL,2016
Colombia,Colombia,60,52,CO,CO,COL,170,170,45809,52,1,441,COL,48654,AMR,LAC,SAR,LAM,ANR,"DEN 1,2,3,4",1047,103822,COL,Preliminar,COL,2016
Cuba,Cuba,0,52,CU,CU,CUB,192,192,1836,52,1,445,CUB,11393,AMR,LAC,LCR,LAM,LCR,"DEN 2,3",29,1836,CUB,Preliminar,CUB,2016
Dominica,Dominica,0,52,DO,DM,DMA,212,212,6,52,1,447,DOM,74,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,351,DOM,Preliminar,DMA,2016
Dominican Republic,República Dominicana,39,52,DR,DO,DOM,214,214,0,52,1,448,DOR,10649,AMR,LAC,LCR,LAM,LCR,UNKNOWN,641,6645,DOR,Preliminar,DOM,2016
Ecuador,Ecuador,4,52,EC,EC,ECU,218,218,14150,52,1,451,ECU,16385,AMR,LAC,SAR,LAM,ANR,"DEN 1,2,4",39,14150,ECU,Preliminar,ECU,2016
El Salvador,El Salvador,1,52,ES,SV,SLV,222,222,124,52,1,453,ELS,6146,AMR,LAC,CAI,LAM,CAI,DEN 2,206,8789,ELS,Final,SLV,2016
French Guiana,Guayana Francesa,0,52,FG,GF,GUF,254,254,9,51,1,456,FRG,276,AMR,LAC,LCR,LAM,LCR,"DEN 1,2",0,522,FRG,Preliminar,GUF,2016
Grenada,Granada,0,52,GJ,GD,GRD,308,308,76,52,1,457,GRE,111,AMR,LAC,NLC,CAR,NLC,DEN 1,0,151,GRE,Preliminar,GRD,2016
Guadeloupe,Guadalupe,0,52,GP,GP,GLP,312,312,17,51,1,459,GUA,471,AMR,LAC,LCR,LAM,LCR,DEN 1,0,177,GUA,Preliminar,GLP,2016
Guatemala,Guatemala,1,52,GT,GT,GTM,320,320,330,52,1,458,GUT,16673,AMR,LAC,CAI,LAM,CAI,"DEN 1,2,3,4",47,8844,GUT,Preliminar,GTM,2016
Guyana,Guyana,0,52,GY,GY,GUY,328,328,303,52,1,432,GUY,771,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,303,GUY,Preliminar,GUY,2016
Honduras,Honduras,3,52,HO,HN,HND,340,340,76,52,1,462,HON,8190,AMR,LAC,CAI,LAM,CAI,UNKNOWN,313,22961,HON,Preliminar,HND,2016
Jamaica,Jamaica,0,52,JM,JM,JAM,388,388,154,52,1,464,JAM,2803,AMR,LAC,NLC,CAR,NLC,"DEN 3,4",3,2269,JAM,Preliminar,JAM,2016
Martinique,Martinica,0,52,MB,MQ,MTQ,474,474,13,51,1,491,MAR,396,AMR,LAC,LCR,LAM,LCR,"DEN 1,2,3",0,158,MAR,Preliminar,MTQ,2016
Mexico,México,34,52,MX,MX,MEX,484,484,17795,52,1,466,MEX,128632,AMR,LAC,CAI,LAM,MEX,"DEN 1,2,3,4",806,130069,MEX,Final,MEX,2016
Montserrat,Montserrat,0,52,MH,MS,MSR,500,500,0,48,1,465,MON,5,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,25,MNT,Preliminar,MON,2016
Aruba,Aruba,0,52,AA,AW,ABW,533,533,103,52,1,533,ARU,114,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,1319,ARU,Preliminar,ABW,2016
Panama,Panamá,9,52,PM,PA,PAN,591,591,1902,52,1,470,PAN,3990,AMR,LAC,CAI,LAM,CAI,"DEN 1,2,3",12,7884,PAN,Preliminar,PAN,2016
Paraguay,Paraguay,16,52,PA,PY,PRY,600,600,2556,52,1,472,PAR,6725,AMR,LAC,SAR,LAM,SCR,"DEN 1,3,4",48,70215,PAR,Final,PRY,2016
Peru,Perú,37,52,PE,PE,PER,604,604,17055,52,1,474,PER,31774,AMR,LAC,SAR,LAM,ANR,"DEN 1,2,3",124,31868,PER,Preliminar,PER,2016
Saint Barthelemy,San Bartolomé,0,52,TB,BL,BLM,652,652,60,51,1,652,,9,,,,,,DEN 1,0,78,,Preliminar,,2016
Saint Kitts and Nevis,Saint Kitts y Nevis,0,52,SC,KN,KNA,659,659,0,52,1,477,SKN,52,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,136,SCN,Preliminar,KNA,2016
Anguilla,Anguila,0,52,AV,AI,AIA,660,660,2,52,1,411,ANG,17,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,50,ANG,Preliminar,ANG,2016
Saint Lucia,Santa Lucía,0,52,ST,LC,LCA,662,662,80,52,1,481,SLU,164,AMR,LAC,NLC,CAR,NLC,DEN 1,0,196,STL,Preliminar,LCA,2016
Saint Martin,Isla de San Martín (Francia),0,52,RN,MF,MAF,663,663,4,51,1,663,,41,,,,,,DEN 2,0,29,,Preliminar,,2016
Saint Vincent and the Grenadines,San Vicente y las Granadinas,0,52,VC,VC,VCT,670,670,7,52,1,479,SVG,102,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,89,SVT,Preliminar,VCT,2016
Suriname,Suriname,0,52,NS,SR,SUR,740,740,1,52,1,476,SUR,548,AMR,LAC,NLC,CAR,NLC,DEN 1,0,6,SUR,Preliminar,SUR,2016
Trinidad and Tobago,Trinidad y Tobago,0,52,TD,TT,TTO,780,780,9,48,1,478,TRT,1365,AMR,LAC,NLC,CAR,NLC,"DEN 1,3",0,1801,TRT,Preliminar,TTO,2016
Turks and Caicos Islands,Islas Turcas y Caicos,0,52,TK,TC,TCA,796,796,484,52,1,473,TUC,51,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,484,TCA,Preliminar,TUC,2016
Virgin Islands (US),Islas Vírgenes (EUA),0,52,VQ,VI,VIR,850,850,11,52,1,483,VIS,103,AMR,LAC,NLC,CAR,NLC,UNKNOWN,0,11,VUS,final,VIS,2016
Uruguay,Uruguay,0,52,UY,UY,URY,858,858,60,52,1,482,URU,3444,AMR,LAC,SAR,LAM,SCR,DEN 1,0,1337,URU,Preliminar,URY,2016
Venezuela,Venezuela,39,52,VE,VE,VEN,862,862,5833,52,1,484,VEN,31519,AMR,LAC,SAR,LAM,ANR,"DEN 1,2,3,4",115,29268,VEN,Preliminar,VEN,2016
