Case Fatality Rate Percent,Code,Country,Cases,Muertes,Pais o territorio,Tipo,Year vwPopulation per year,Year
0,600,Paraguay,0,0,Paraguay,Final,1986,1986
0,600,Paraguay,0,0,Paraguay,Final,1987,1987
0,600,Paraguay,0,0,Paraguay,Final,1988,1988
0,600,Paraguay,41000,0,Paraguay,Final,1989,1989
0,600,Paraguay,0,0,Paraguay,Final,1990,1990
0,600,Paraguay,0,0,Paraguay,Final,1991,1991
0,600,Paraguay,0,0,Paraguay,Final,1992,1992
0,600,Paraguay,0,0,Paraguay,Final,1993,1993
0,600,Paraguay,0,0,Paraguay,Final,1994,1994
0,600,Paraguay,0,0,Paraguay,Final,1995,1995
0,600,Paraguay,0,0,Paraguay,Final,1996,1996
0,600,Paraguay,0,0,Paraguay,Final,1997,1997
0,600,Paraguay,0,0,Paraguay,Final,1998,1998
0,600,Paraguay,1164,0,Paraguay,Final,1999,1999
0,600,Paraguay,24282,0,Paraguay,Final,2000,2000
0,600,Paraguay,38,0,Paraguay,Final,2001,2001
0,600,Paraguay,1871,0,Paraguay,Final,2002,2002
0,600,Paraguay,137,0,Paraguay,Final,2003,2003
0,600,Paraguay,164,0,Paraguay,Final,2004,2004
0,600,Paraguay,405,0,Paraguay,Final,2005,2005
0,600,Paraguay,4271,0,Paraguay,Final,2006,2006
0.06,600,Paraguay,28127,17,Paraguay,Final,2007,2007
0,600,Paraguay,1953,0,Paraguay,Final,2008,2008
0,600,Paraguay,6143,0,Paraguay,Final,2009,2009
0.11,600,Paraguay,13523,15,Paraguay,Final,2010,2010
0.14,600,Paraguay,42847,62,Paraguay,Final,2011,2011
0.18,600,Paraguay,39063,70,Paraguay,Final,2012,2012
0.17,600,Paraguay,144470,251,Paraguay,Final,2013,2013
0.03,600,Paraguay,16917,5,Paraguay,Final,2014,2014
0,604,Peru,0,0,Perú,Final,1980,1980
0,604,Peru,0,0,Perú,Final,1981,1981
0,604,Peru,0,0,Perú,Final,1982,1982
0,604,Peru,0,0,Perú,Final,1983,1983
0,604,Peru,0,0,Perú,Final,1984,1984
0,604,Peru,0,0,Perú,Final,1985,1985
0,604,Peru,0,0,Perú,Final,1986,1986
0,604,Peru,0,0,Perú,Final,1987,1987
0,604,Peru,0,0,Perú,Final,1988,1988
0,604,Peru,0,0,Perú,Final,1989,1989
0,604,Peru,7858,0,Perú,Final,1990,1990
0,604,Peru,714,0,Perú,Final,1991,1991
0,604,Peru,1971,0,Perú,Final,1992,1992
0,604,Peru,897,0,Perú,Final,1993,1993
0,604,Peru,1471,0,Perú,Final,1994,1994
0,604,Peru,2732,0,Perú,Final,1995,1995
0,604,Peru,6395,0,Perú,Final,1996,1996
0,604,Peru,1357,0,Perú,Final,1997,1997
0,604,Peru,988,0,Perú,Final,1998,1998
0.18,604,Peru,554,1,Perú,Final,1999,1999
0,604,Peru,5486,0,Perú,Final,2000,2000
0.02,604,Peru,23078,4,Perú,Final,2001,2001
0.01,604,Peru,8862,1,Perú,Final,2002,2002
0,604,Peru,3622,0,Perú,Final,2003,2003
0.01,604,Peru,9739,1,Perú,Final,2004,2004
0,604,Peru,6342,0,Perú,Final,2005,2005
0,604,Peru,5527,0,Perú,Final,2006,2006
0.03,604,Peru,6872,2,Perú,Final,2007,2007
0.01,604,Peru,10246,1,Perú,Final,2008,2008
0.01,604,Peru,8801,1,Perú,Final,2009,2009
0.05,604,Peru,18484,9,Perú,Final,2010,2010
0.1,604,Peru,29612,31,Perú,Final,2011,2011
0.15,604,Peru,30919,46,Perú,Final,2012,2012
0.15,604,Peru,13771,20,Perú,Final,2013,2013
0.16,604,Peru,19043,31,Perú,Final,2014,2014
0,630,Puerto Rico,921,0,Puerto Rico,Final,1980,1980
0,630,Puerto Rico,8350,0,Puerto Rico,Final,1981,1981
0.01,630,Puerto Rico,9536,1,Puerto Rico,Final,1982,1982
0,630,Puerto Rico,2789,0,Puerto Rico,Final,1983,1983
0,630,Puerto Rico,1865,0,Puerto Rico,Final,1984,1984
0,630,Puerto Rico,2374,0,Puerto Rico,Final,1985,1985
0.03,630,Puerto Rico,10628,3,Puerto Rico,Final,1986,1986
0.02,630,Puerto Rico,5818,1,Puerto Rico,Final,1987,1987
0,630,Puerto Rico,6531,0,Puerto Rico,Final,1988,1988
0.06,630,Puerto Rico,8991,5,Puerto Rico,Final,1989,1989
0.01,630,Puerto Rico,9444,1,Puerto Rico,Final,1990,1990
0.01,630,Puerto Rico,10305,1,Puerto Rico,Final,1991,1991
0,630,Puerto Rico,13009,0,Puerto Rico,Final,1992,1992
0,630,Puerto Rico,6600,0,Puerto Rico,Final,1993,1993
0,630,Puerto Rico,22000,0,Puerto Rico,Final,1994,1994
0.06,630,Puerto Rico,6491,4,Puerto Rico,Final,1995,1995
0.15,630,Puerto Rico,4631,7,Puerto Rico,Final,1996,1996
0.07,630,Puerto Rico,6893,5,Puerto Rico,Final,1997,1997
0.05,630,Puerto Rico,17068,9,Puerto Rico,Final,1998,1998
0.12,630,Puerto Rico,4959,6,Puerto Rico,Final,1999,1999
0,630,Puerto Rico,2409,0,Puerto Rico,Final,2000,2000
0.08,630,Puerto Rico,5197,4,Puerto Rico,Final,2001,2001
0.03,630,Puerto Rico,2883,1,Puerto Rico,Final,2002,2002
0,630,Puerto Rico,3730,0,Puerto Rico,Final,2003,2003
0.09,630,Puerto Rico,3277,3,Puerto Rico,Final,2004,2004
0.12,630,Puerto Rico,5682,7,Puerto Rico,Final,2005,2005
0.1,630,Puerto Rico,3036,3,Puerto Rico,Final,2006,2006
0.08,630,Puerto Rico,10964,9,Puerto Rico,Final,2007,2007
0.06,630,Puerto Rico,3319,2,Puerto Rico,Final,2008,2008
0.03,630,Puerto Rico,6588,2,Puerto Rico,Final,2009,2009
0.16,630,Puerto Rico,21265,33,Puerto Rico,Final,2010,2010
0.05,630,Puerto Rico,5623,3,Puerto Rico,Final,2011,2011
0.06,630,Puerto Rico,11774,7,Puerto Rico,Final,2012,2012
0.07,630,Puerto Rico,18164,12,Puerto Rico,Final,2013,2013
0,630,Puerto Rico,8664,0,Puerto Rico,Final,2014,2014
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1982,1982
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1983,1983
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1984,1984
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1985,1985
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1986,1986
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1987,1987
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1988,1988
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1989,1989
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1990,1990
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1991,1991
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1992,1992
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1993,1993
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1994,1994
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1995,1995
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1996,1996
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1997,1997
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1998,1998
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,1999,1999
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2000,2000
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2001,2001
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2002,2002
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2003,2003
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2004,2004
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2005,2005
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2006,2006
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2007,2007
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2008,2008
0,652,"Saint Barthelemy",804,0,"San Bartolomé",Final,2009,2009
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Final,2010,2010
0,652,"Saint Barthelemy",23,0,"San Bartolomé",Final,2011,2011
0,652,"Saint Barthelemy",40,0,"San Bartolomé",Final,2012,2012
0.1,652,"Saint Barthelemy",966,1,"San Bartolomé",Final,2013,2013
0,652,"Saint Barthelemy",56,0,"San Bartolomé",Final,2014,2014
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1980,1980
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1981,1981
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1982,1982
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1983,1983
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1984,1984
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1985,1985
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1986,1986
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1987,1987
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1988,1988
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1989,1989
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1990,1990
0,659,Saint Kitts and Nevis,8,0,Saint Kitts y Nevis,Final,1991,1991
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1992,1992
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1993,1993
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1994,1994
0,659,Saint Kitts and Nevis,27,0,Saint Kitts y Nevis,Final,1995,1995
0,659,Saint Kitts and Nevis,6,0,Saint Kitts y Nevis,Final,1996,1996
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1997,1997
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,1998,1998
0,659,Saint Kitts and Nevis,1,0,Saint Kitts y Nevis,Final,1999,1999
0,659,Saint Kitts and Nevis,5,0,Saint Kitts y Nevis,Final,2000,2000
0,659,Saint Kitts and Nevis,85,0,Saint Kitts y Nevis,Final,2001,2001
0,659,Saint Kitts and Nevis,20,0,Saint Kitts y Nevis,Final,2002,2002
0,659,Saint Kitts and Nevis,2,0,Saint Kitts y Nevis,Final,2003,2003
0,659,Saint Kitts and Nevis,4,0,Saint Kitts y Nevis,Final,2004,2004
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,2005,2005
0,659,Saint Kitts and Nevis,1,0,Saint Kitts y Nevis,Final,2006,2006
0,659,Saint Kitts and Nevis,0,0,Saint Kitts y Nevis,Final,2007,2007
0,659,Saint Kitts and Nevis,49,0,Saint Kitts y Nevis,Final,2008,2008
0,659,Saint Kitts and Nevis,2,0,Saint Kitts y Nevis,Final,2009,2009
0,659,Saint Kitts and Nevis,19,0,Saint Kitts y Nevis,Final,2010,2010
0,659,Saint Kitts and Nevis,46,0,Saint Kitts y Nevis,Final,2011,2011
0,659,Saint Kitts and Nevis,2,0,Saint Kitts y Nevis,Final,2012,2012
0,659,Saint Kitts and Nevis,100,0,Saint Kitts y Nevis,Final,2013,2013
0,659,Saint Kitts and Nevis,62,0,Saint Kitts y Nevis,Final,2014,2014
0,660,Anguilla,0,0,Anguila,Final,1984,1984
0,660,Anguilla,0,0,Anguila,Final,1985,1985
0,660,Anguilla,0,0,Anguila,Final,1986,1986
0,660,Anguilla,0,0,Anguila,Final,1987,1987
0,660,Anguilla,0,0,Anguila,Final,1988,1988
0,660,Anguilla,0,0,Anguila,Final,1989,1989
0,660,Anguilla,12,0,Anguila,Final,1990,1990
0,660,Anguilla,0,0,Anguila,Final,1991,1991
0,660,Anguilla,0,0,Anguila,Final,1992,1992
0,660,Anguilla,0,0,Anguila,Final,1993,1993
0,660,Anguilla,0,0,Anguila,Final,1994,1994
0,660,Anguilla,4,0,Anguila,Final,1995,1995
0,660,Anguilla,1,0,Anguila,Final,1996,1996
0,660,Anguilla,0,0,Anguila,Final,1997,1997
0,660,Anguilla,0,0,Anguila,Final,1998,1998
0,660,Anguilla,12,0,Anguila,Final,1999,1999
0,660,Anguilla,3,0,Anguila,Final,2000,2000
0,660,Anguilla,25,0,Anguila,Final,2001,2001
0,660,Anguilla,5,0,Anguila,Final,2002,2002
0,660,Anguilla,2,0,Anguila,Final,2003,2003
0,660,Anguilla,0,0,Anguila,Final,2004,2004
0,660,Anguilla,0,0,Anguila,Final,2005,2005
0,660,Anguilla,0,0,Anguila,Final,2006,2006
0,660,Anguilla,0,0,Anguila,Final,2007,2007
0,660,Anguilla,7,0,Anguila,Final,2008,2008
0,660,Anguilla,0,0,Anguila,Final,2009,2009
0,660,Anguilla,1,0,Anguila,Final,2010,2010
0,660,Anguilla,9,0,Anguila,Final,2011,2011
0,660,Anguilla,7,0,Anguila,Final,2012,2012
0,660,Anguilla,8,0,Anguila,Final,2013,2013
0,660,Anguilla,85,0,Anguila,Final,2014,2014
0,662,Saint Lucia,0,0,Santa Lucía,Final,1980,1980
0,662,Saint Lucia,0,0,Santa Lucía,Final,1981,1981
0,662,Saint Lucia,0,0,Santa Lucía,Final,1982,1982
0,662,Saint Lucia,0,0,Santa Lucía,Final,1983,1983
0,662,Saint Lucia,0,0,Santa Lucía,Final,1984,1984
0,662,Saint Lucia,0,0,Santa Lucía,Final,1985,1985
0,662,Saint Lucia,1,0,Santa Lucía,Final,1986,1986
0,662,Saint Lucia,0,0,Santa Lucía,Final,1987,1987
0,662,Saint Lucia,2,0,Santa Lucía,Final,1988,1988
0,662,Saint Lucia,4,0,Santa Lucía,Final,1989,1989
0,662,Saint Lucia,2,0,Santa Lucía,Final,1990,1990
0,662,Saint Lucia,4,0,Santa Lucía,Final,1991,1991
0,662,Saint Lucia,0,0,Santa Lucía,Final,1992,1992
0,662,Saint Lucia,0,0,Santa Lucía,Final,1993,1993
0,662,Saint Lucia,0,0,Santa Lucía,Final,1994,1994
0,662,Saint Lucia,52,0,Santa Lucía,Final,1995,1995
0,662,Saint Lucia,65,0,Santa Lucía,Final,1996,1996
0,662,Saint Lucia,11,0,Santa Lucía,Final,1997,1997
0,662,Saint Lucia,0,0,Santa Lucía,Final,1998,1998
0,662,Saint Lucia,3,0,Santa Lucía,Final,1999,1999
0,662,Saint Lucia,0,0,Santa Lucía,Final,2000,2000
0,662,Saint Lucia,292,0,Santa Lucía,Final,2001,2001
0,662,Saint Lucia,51,0,Santa Lucía,Final,2002,2002
0,662,Saint Lucia,5,0,Santa Lucía,Final,2003,2003
0,662,Saint Lucia,11,0,Santa Lucía,Final,2004,2004
0,662,Saint Lucia,1,0,Santa Lucía,Final,2005,2005
0,662,Saint Lucia,30,0,Santa Lucía,Final,2006,2006
0,662,Saint Lucia,39,0,Santa Lucía,Final,2007,2007
0,662,Saint Lucia,98,0,Santa Lucía,Final,2008,2008
0,662,Saint Lucia,18,0,Santa Lucía,Final,2009,2009
0,662,Saint Lucia,74,0,Santa Lucía,Final,2010,2010
0.13,662,Saint Lucia,757,1,Santa Lucía,Final,2011,2011
0,662,Saint Lucia,10,0,Santa Lucía,Final,2012,2012
0.85,662,Saint Lucia,234,2,Santa Lucía,Final,2013,2013
0,662,Saint Lucia,165,0,Santa Lucía,Final,2014,2014
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1982,1982
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1983,1983
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1984,1984
0,663,Saint Martin,2,0,"Isla de San Martín (Francia)",Final,1985,1985
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1986,1986
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1987,1987
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1988,1988
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1989,1989
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1990,1990
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1991,1991
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1992,1992
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1993,1993
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1994,1994
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1995,1995
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1996,1996
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1997,1997
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1998,1998
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,1999,1999
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2000,2000
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2001,2001
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2002,2002
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2003,2003
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2004,2004
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2005,2005
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2006,2006
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2007,2007
0,663,Saint Martin,0,0,"Isla de San Martín (Francia)",Final,2008,2008
0.06,663,Saint Martin,1698,1,"Isla de San Martín (Francia)",Final,2009,2009
0,663,Saint Martin,506,0,"Isla de San Martín (Francia)",Final,2010,2010
0,663,Saint Martin,168,0,"Isla de San Martín (Francia)",Final,2011,2011
0,663,Saint Martin,372,0,"Isla de San Martín (Francia)",Final,2012,2012
0.06,663,Saint Martin,3095,2,"Isla de San Martín (Francia)",Final,2013,2013
0,663,Saint Martin,404,0,"Isla de San Martín (Francia)",Final,2014,2014
0,670,Saint Vincent and the Grenadines,1,0,San Vicente y las Granadinas,Final,1991,1991
0,670,Saint Vincent and the Grenadines,7,0,San Vicente y las Granadinas,Final,1992,1992
0,670,Saint Vincent and the Grenadines,7,0,San Vicente y las Granadinas,Final,1993,1993
0,670,Saint Vincent and the Grenadines,0,0,San Vicente y las Granadinas,Final,1994,1994
0,670,Saint Vincent and the Grenadines,224,0,San Vicente y las Granadinas,Final,1995,1995
0,670,Saint Vincent and the Grenadines,190,0,San Vicente y las Granadinas,Final,1996,1996
0,670,Saint Vincent and the Grenadines,3,0,San Vicente y las Granadinas,Final,1997,1997
0,670,Saint Vincent and the Grenadines,88,0,San Vicente y las Granadinas,Final,1998,1998
0,670,Saint Vincent and the Grenadines,8,0,San Vicente y las Granadinas,Final,1999,1999
0,670,Saint Vincent and the Grenadines,5,0,San Vicente y las Granadinas,Final,2000,2000
0,670,Saint Vincent and the Grenadines,3,0,San Vicente y las Granadinas,Final,2001,2001
0,670,Saint Vincent and the Grenadines,123,0,San Vicente y las Granadinas,Final,2002,2002
0,670,Saint Vincent and the Grenadines,3,0,San Vicente y las Granadinas,Final,2003,2003
0,670,Saint Vincent and the Grenadines,4,0,San Vicente y las Granadinas,Final,2004,2004
0,670,Saint Vincent and the Grenadines,8,0,San Vicente y las Granadinas,Final,2005,2005
0,670,Saint Vincent and the Grenadines,5,0,San Vicente y las Granadinas,Final,2006,2006
0,670,Saint Vincent and the Grenadines,2,0,San Vicente y las Granadinas,Final,2007,2007
0,670,Saint Vincent and the Grenadines,6,0,San Vicente y las Granadinas,Final,2008,2008
0,670,Saint Vincent and the Grenadines,10,0,San Vicente y las Granadinas,Final,2009,2009
0,670,Saint Vincent and the Grenadines,217,0,San Vicente y las Granadinas,Final,2010,2010
0,670,Saint Vincent and the Grenadines,47,0,San Vicente y las Granadinas,Final,2011,2011
0,670,Saint Vincent and the Grenadines,91,0,San Vicente y las Granadinas,Final,2012,2012
0,670,Saint Vincent and the Grenadines,127,0,San Vicente y las Granadinas,Final,2013,2013
0,670,Saint Vincent and the Grenadines,117,0,San Vicente y las Granadinas,Final,2014,2014
0,740,Suriname,0,0,Suriname,Final,1980,1980
0,740,Suriname,0,0,Suriname,Final,1981,1981
0,740,Suriname,219,0,Suriname,Final,1982,1982
0,740,Suriname,0,0,Suriname,Final,1983,1983
0,740,Suriname,0,0,Suriname,Final,1984,1984
0,740,Suriname,0,0,Suriname,Final,1985,1985
0,740,Suriname,0,0,Suriname,Final,1986,1986
0,740,Suriname,0,0,Suriname,Final,1987,1987
0,740,Suriname,0,0,Suriname,Final,1988,1988
0,740,Suriname,0,0,Suriname,Final,1989,1989
0,740,Suriname,0,0,Suriname,Final,1990,1990
0,740,Suriname,0,0,Suriname,Final,1991,1991
0,740,Suriname,0,0,Suriname,Final,1992,1992
0,740,Suriname,0,0,Suriname,Final,1993,1993
0,740,Suriname,0,0,Suriname,Final,1994,1994
0,740,Suriname,344,0,Suriname,Final,1995,1995
0,740,Suriname,677,0,Suriname,Final,1996,1996
0,740,Suriname,90,0,Suriname,Final,1997,1997
0,740,Suriname,1140,0,Suriname,Final,1998,1998
0,740,Suriname,695,0,Suriname,Final,1999,1999
0.84,740,Suriname,1069,9,Suriname,Final,2000,2000
0,740,Suriname,748,0,Suriname,Final,2001,2001
0,740,Suriname,1081,0,Suriname,Final,2002,2002
0,740,Suriname,284,0,Suriname,Final,2003,2003
0,740,Suriname,368,0,Suriname,Final,2004,2004
0,740,Suriname,2712,0,Suriname,Final,2005,2005
0,740,Suriname,253,0,Suriname,Final,2006,2006
0,740,Suriname,41,0,Suriname,Final,2007,2007
0,740,Suriname,12,0,Suriname,Final,2008,2008
0,740,Suriname,120,0,Suriname,Final,2009,2009
1.08,740,Suriname,93,1,Suriname,Final,2010,2010
0.78,740,Suriname,386,3,Suriname,Final,2011,2011
0.51,740,Suriname,781,4,Suriname,Final,2012,2012
0,740,Suriname,21,0,Suriname,Final,2013,2013
0,740,Suriname,19,0,Suriname,Final,2014,2014
0,780,Trinidad and Tobago,0,0,Trinidad y Tobago,Final,1980,1980
0,780,Trinidad and Tobago,14,0,Trinidad y Tobago,Final,1981,1981
0,780,Trinidad and Tobago,16,0,Trinidad y Tobago,Final,1982,1982
0,780,Trinidad and Tobago,118,0,Trinidad y Tobago,Final,1983,1983
0,780,Trinidad and Tobago,31,0,Trinidad y Tobago,Final,1984,1984
0,780,Trinidad and Tobago,7,0,Trinidad y Tobago,Final,1985,1985
0,780,Trinidad and Tobago,145,0,Trinidad y Tobago,Final,1986,1986
0,780,Trinidad and Tobago,125,0,Trinidad y Tobago,Final,1987,1987
0,780,Trinidad and Tobago,80,0,Trinidad y Tobago,Final,1988,1988
0,780,Trinidad and Tobago,11,0,Trinidad y Tobago,Final,1989,1989
0,780,Trinidad and Tobago,526,0,Trinidad y Tobago,Final,1990,1990
0,780,Trinidad and Tobago,36,0,Trinidad y Tobago,Final,1991,1991
0,780,Trinidad and Tobago,116,0,Trinidad y Tobago,Final,1992,1992
0,780,Trinidad and Tobago,38,0,Trinidad y Tobago,Final,1993,1993
0,780,Trinidad and Tobago,0,0,Trinidad y Tobago,Final,1994,1994
0,780,Trinidad and Tobago,4295,0,Trinidad y Tobago,Final,1995,1995
0,780,Trinidad and Tobago,3983,0,Trinidad y Tobago,Final,1996,1996
1.21,780,Trinidad and Tobago,745,9,Trinidad y Tobago,Final,1997,1997
0,780,Trinidad and Tobago,2984,0,Trinidad y Tobago,Final,1998,1998
0,780,Trinidad and Tobago,1200,0,Trinidad y Tobago,Final,1999,1999
0,780,Trinidad and Tobago,2017,0,Trinidad y Tobago,Final,2000,2000
0,780,Trinidad and Tobago,2158,0,Trinidad y Tobago,Final,2001,2001
0.2,780,Trinidad and Tobago,5973,12,Trinidad y Tobago,Final,2002,2002
0,780,Trinidad and Tobago,2209,0,Trinidad y Tobago,Final,2003,2003
0,780,Trinidad and Tobago,497,0,Trinidad y Tobago,Final,2004,2004
0,780,Trinidad and Tobago,411,0,Trinidad y Tobago,Final,2005,2005
0,780,Trinidad and Tobago,36,0,Trinidad y Tobago,Final,2006,2006
0,780,Trinidad and Tobago,47,0,Trinidad y Tobago,Final,2007,2007
0.13,780,Trinidad and Tobago,2358,3,Trinidad y Tobago,Final,2008,2008
0,780,Trinidad and Tobago,24,0,Trinidad y Tobago,Final,2009,2009
0.06,780,Trinidad and Tobago,4737,3,Trinidad y Tobago,Final,2010,2010
0.08,780,Trinidad and Tobago,1242,1,Trinidad y Tobago,Final,2011,2011
0,780,Trinidad and Tobago,0,0,Trinidad y Tobago,Final,2012,2012
0,780,Trinidad and Tobago,0,0,Trinidad y Tobago,Final,2013,2013
0,780,Trinidad and Tobago,128,0,Trinidad y Tobago,Final,2014,2014
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1990,1990
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1991,1991
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1992,1992
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1993,1993
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1994,1994
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1995,1995
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1996,1996
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1997,1997
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1998,1998
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,1999,1999
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,2000,2000
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,2001,2001
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,2002,2002
0,796,Turks and Caicos Islands,2,0,Islas Turcas y Caicos,Final,2003,2003
0,796,Turks and Caicos Islands,1,0,Islas Turcas y Caicos,Final,2004,2004
0,796,Turks and Caicos Islands,1,0,Islas Turcas y Caicos,Final,2005,2005
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,2006,2006
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,2007,2007
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,2008,2008
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,2009,2009
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Final,2010,2010
0,796,Turks and Caicos Islands,24,0,Islas Turcas y Caicos,Final,2011,2011
0,796,Turks and Caicos Islands,14,0,Islas Turcas y Caicos,Final,2012,2012
0,796,Turks and Caicos Islands,5,0,Islas Turcas y Caicos,Final,2013,2013
0,796,Turks and Caicos Islands,48,0,Islas Turcas y Caicos,Final,2014,2014
0,840,United States of America,63,0,Estados Unidos de América,Final,1980,1980
0,840,United States of America,0,0,Estados Unidos de América,Final,1981,1981
0,840,United States of America,0,0,Estados Unidos de América,Final,1982,1982
0,840,United States of America,0,0,Estados Unidos de América,Final,1983,1983
0,840,United States of America,0,0,Estados Unidos de América,Final,1984,1984
0,840,United States of America,0,0,Estados Unidos de América,Final,1985,1985
0,840,United States of America,14,0,Estados Unidos de América,Final,1986,1986
0,840,United States of America,0,0,Estados Unidos de América,Final,1987,1987
0,840,United States of America,0,0,Estados Unidos de América,Final,1988,1988
0,840,United States of America,0,0,Estados Unidos de América,Final,1989,1989
0,840,United States of America,0,0,Estados Unidos de América,Final,1990,1990
0,840,United States of America,0,0,Estados Unidos de América,Final,1991,1991
