Case Fatality Rate Percent,Code,Country,Cases,Muertes,Pais o territorio,Tipo,Year vwPopulation per year,Year
0,840,United States of America,0,0,Estados Unidos de América,Final,1992,1992
0,840,United States of America,0,0,Estados Unidos de América,Final,1993,1993
0,840,United States of America,0,0,Estados Unidos de América,Final,1994,1994
0,840,United States of America,7,0,Estados Unidos de América,Final,1995,1995
0,840,United States of America,0,0,Estados Unidos de América,Final,1996,1996
0,840,United States of America,0,0,Estados Unidos de América,Final,1997,1997
0,840,United States of America,0,0,Estados Unidos de América,Final,1998,1998
0,840,United States of America,0,0,Estados Unidos de América,Final,1999,1999
0,840,United States of America,0,0,Estados Unidos de América,Final,2000,2000
0,840,United States of America,96,0,Estados Unidos de América,Final,2001,2001
0,840,United States of America,29,0,Estados Unidos de América,Final,2002,2002
0,840,United States of America,40,0,Estados Unidos de América,Final,2003,2003
0,840,United States of America,0,0,Estados Unidos de América,Final,2004,2004
0,840,United States of America,0,0,Estados Unidos de América,Final,2005,2005
0,840,United States of America,143,0,Estados Unidos de América,Final,2006,2006
0,840,United States of America,488,0,Estados Unidos de América,Final,2007,2007
0,840,United States of America,0,0,Estados Unidos de América,Final,2008,2008
0,840,United States of America,3,0,Estados Unidos de América,Final,2009,2009
0,840,United States of America,65,0,Estados Unidos de América,Final,2010,2010
0,840,United States of America,7,0,Estados Unidos de América,Final,2011,2011
0,840,United States of America,186,0,Estados Unidos de América,Final,2012,2012
0,840,United States of America,543,0,Estados Unidos de América,Final,2013,2013
0,840,United States of America,470,0,Estados Unidos de América,Final,2014,2014
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2000,2000
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2001,2001
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2002,2002
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2003,2003
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2004,2004
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2005,2005
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2006,2006
0,850,Virgin Islands (US),73,0,Islas Vírgenes (EUA),Final,2007,2007
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2008,2008
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2009,2009
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2010,2010
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2011,2011
0,850,Virgin Islands (US),4,0,Islas Vírgenes (EUA),Final,2012,2012
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Final,2013,2013
0,850,Virgin Islands (US),7,0,Islas Vírgenes (EUA),Final,2014,2014
0,858,Uruguay,0,0,Uruguay,Final,1980,1980
0,858,Uruguay,0,0,Uruguay,Final,1981,1981
0,858,Uruguay,0,0,Uruguay,Final,1982,1982
0,858,Uruguay,0,0,Uruguay,Final,1983,1983
0,858,Uruguay,0,0,Uruguay,Final,1984,1984
0,858,Uruguay,0,0,Uruguay,Final,1985,1985
0,858,Uruguay,0,0,Uruguay,Final,1986,1986
0,858,Uruguay,0,0,Uruguay,Final,1987,1987
0,858,Uruguay,0,0,Uruguay,Final,1988,1988
0,858,Uruguay,0,0,Uruguay,Final,1989,1989
0,858,Uruguay,0,0,Uruguay,Final,1990,1990
0,858,Uruguay,0,0,Uruguay,Final,1991,1991
0,858,Uruguay,0,0,Uruguay,Final,1992,1992
0,858,Uruguay,0,0,Uruguay,Final,1993,1993
0,858,Uruguay,0,0,Uruguay,Final,1994,1994
0,858,Uruguay,0,0,Uruguay,Final,1995,1995
0,858,Uruguay,0,0,Uruguay,Final,1996,1996
0,858,Uruguay,0,0,Uruguay,Final,1997,1997
0,858,Uruguay,0,0,Uruguay,Final,1998,1998
0,858,Uruguay,0,0,Uruguay,Final,1999,1999
0,858,Uruguay,0,0,Uruguay,Final,2000,2000
0,858,Uruguay,0,0,Uruguay,Final,2001,2001
0,858,Uruguay,0,0,Uruguay,Final,2002,2002
0,858,Uruguay,0,0,Uruguay,Final,2003,2003
0,858,Uruguay,0,0,Uruguay,Final,2004,2004
0,858,Uruguay,0,0,Uruguay,Final,2005,2005
0,858,Uruguay,0,0,Uruguay,Final,2006,2006
0,858,Uruguay,0,0,Uruguay,Final,2007,2007
0,858,Uruguay,0,0,Uruguay,Final,2008,2008
0,858,Uruguay,0,0,Uruguay,Final,2009,2009
0,858,Uruguay,0,0,Uruguay,Final,2010,2010
0,858,Uruguay,0,0,Uruguay,Final,2011,2011
0,858,Uruguay,0,0,Uruguay,Final,2012,2012
0,858,Uruguay,0,0,Uruguay,Final,2013,2013
0,858,Uruguay,0,0,Uruguay,Final,2014,2014
0,862,Venezuela,39,0,Venezuela,Final,1980,1980
0,862,Venezuela,71,0,Venezuela,Final,1981,1981
0,862,Venezuela,39,0,Venezuela,Final,1982,1982
0,862,Venezuela,6,0,Venezuela,Final,1983,1983
0,862,Venezuela,20,0,Venezuela,Final,1984,1984
0,862,Venezuela,2,0,Venezuela,Final,1985,1985
0,862,Venezuela,0,0,Venezuela,Final,1986,1986
0,862,Venezuela,58,0,Venezuela,Final,1987,1987
0,862,Venezuela,12,0,Venezuela,Final,1988,1988
0.67,862,Venezuela,4025,27,Venezuela,Final,1989,1989
0.68,862,Venezuela,7637,52,Venezuela,Final,1990,1990
0.4,862,Venezuela,6559,26,Venezuela,Final,1991,1991
0.36,862,Venezuela,3356,12,Venezuela,Final,1992,1992
0.22,862,Venezuela,9059,20,Venezuela,Final,1993,1993
0.09,862,Venezuela,15046,14,Venezuela,Final,1994,1994
0.16,862,Venezuela,26900,43,Venezuela,Final,1995,1995
0.17,862,Venezuela,7500,13,Venezuela,Final,1996,1996
0.16,862,Venezuela,27354,43,Venezuela,Final,1997,1997
0.11,862,Venezuela,31863,34,Venezuela,Final,1998,1998
0.06,862,Venezuela,24028,15,Venezuela,Final,1999,1999
0.03,862,Venezuela,18915,5,Venezuela,Final,2000,2000
0.02,862,Venezuela,76639,15,Venezuela,Final,2001,2001
0,862,Venezuela,34697,1,Venezuela,Final,2002,2002
0.03,862,Venezuela,24750,7,Venezuela,Final,2003,2003
0.02,862,Venezuela,28707,5,Venezuela,Final,2004,2004
0.01,862,Venezuela,39517,4,Venezuela,Final,2005,2005
0,862,Venezuela,37384,0,Venezuela,Final,2006,2006
0,862,Venezuela,74185,0,Venezuela,Final,2007,2007
0,862,Venezuela,44399,0,Venezuela,Final,2008,2008
0,862,Venezuela,60720,0,Venezuela,Final,2009,2009
0,862,Venezuela,113764,0,Venezuela,Final,2010,2010
0,862,Venezuela,30135,0,Venezuela,Final,2011,2011
0,862,Venezuela,49502,0,Venezuela,Final,2012,2012
0,862,Venezuela,63726,0,Venezuela,Final,2013,2013
0,862,Venezuela,75020,0,Venezuela,Final,2014,2014
0,840,United States of America,990,0,Estados Unidos de América,Final,2016,2016
0,850,Virgin Islands (US),3,0,Islas Vírgenes (EUA),final,2015,2015
0,32,Argentina,83,0,Argentina,Preliminar,2018,2018
0,533,Aruba,4,0,Aruba,Preliminar,2018,2018
0,44,Bahamas,3,0,Bahamas,Preliminar,2018,2018
0,52,Barbados,0,0,Barbados,Preliminar,2018,2018
0,60,Bermuda,0,0,Bermuda,Preliminar,2018,2018
0.01,76,Brazil,38043,2,Brasil,Preliminar,2018,2018
0,124,Canada,0,0,Canadá,Preliminar,2017,2017
0,840,United States of America,348,0,Estados Unidos de América,Preliminar,2017,2017
0,188,Costa Rica,5561,0,Costa Rica,final,2017,2017
0,222,El Salvador,4300,0,El Salvador,Preliminar,2017,2017
0.34,320,Guatemala,4116,14,Guatemala,Preliminar,2017,2017
0,340,Honduras,5217,0,Honduras,Preliminar,2017,2017
0.04,484,Mexico,89893,34,México,Preliminar,2017,2017
0,558,Nicaragua,64712,2,Nicaragua,Preliminar,2017,2017
0.01,591,Panama,9225,1,Panamá,Preliminar,2017,2017
0.02,68,Bolivia,9938,2,Bolivia,Preliminar,2017,2017
0.06,170,Colombia,26279,15,Colombia,Preliminar,2017,2017
0.04,218,Ecuador,11387,4,Ecuador,Preliminar,2017,2017
0.1,604,Peru,76093,76,Perú,Preliminar,2017,2017
0.19,862,Venezuela,8615,16,Venezuela,Preliminar,2017,2017
0,32,Argentina,557,0,Argentina,Preliminar,2017,2017
0,84,Belize,5366,0,Belice,Final,2015,2015
0,152,Chile,10,0,Chile,Preliminar,2017,2017
0,218,Ecuador,1059,0,Ecuador,Preliminar,2018,2018
0,92,Virgin Islands (UK),0,0,Islas Vírgenes (RU),Preliminar,2018,2018
0,124,Canada,0,0,Canadá,Preliminar,2018,2018
0,136,Cayman Islands,10,0,Islas Caimán,Preliminar,2018,2018
0,170,Colombia,6316,0,Colombia,Preliminar,2018,2018
0,188,Costa Rica,373,0,Costa Rica,final,2018,2018
0,212,Dominica,11,0,Dominica,Preliminar,2018,2018
0,214,Dominican Republic,292,0,República Dominicana,Preliminar,2018,2018
0.07,600,Paraguay,14645,10,Paraguay,Preliminar,2018,2018
0.12,604,Peru,3325,4,Perú,Preliminar,2018,2018
0,630,Puerto Rico,0,0,Puerto Rico,Preliminar,2018,2018
0,652,"Saint Barthelemy",0,0,"San Bartolomé",Preliminar,2018,2018
0,659,Saint Kitts and Nevis,3,0,Saint Kitts y Nevis,Preliminar,2018,2018
0,662,Saint Lucia,2,0,Santa Lucía,Preliminar,2018,2018
0,670,Saint Vincent and the Grenadines,0,0,San Vicente y las Granadinas,Preliminar,2018,2018
0,780,Trinidad and Tobago,18,0,Trinidad y Tobago,Preliminar,2018,2018
0,796,Turks and Caicos Islands,0,0,Islas Turcas y Caicos,Preliminar,2018,2018
0,840,United States of America,28,0,Estados Unidos de América,Preliminar,2018,2018
0,858,Uruguay,0,0,Uruguay,Preliminar,2018,2018
0.05,76,Brazil,255665,133,Brasil,Preliminar,2017,2017
0,68,Bolivia,29532,1,Bolivia,Final,2015,2015
0.04,76,Brazil,1500535,642,Brasil,Preliminar,2016,2016
0.03,68,Bolivia,23726,6,Bolivia,Preliminar,2014,2014
0,850,Virgin Islands (US),19,0,Islas Vírgenes (EUA),Preliminar,2014,2014
0,660,Anguilla,86,0,Anguila,Preliminar,2014,2014
0,28,Antigua and Barbuda,37,0,Antigua y Barbuda,Preliminar,2014,2014
0,32,Argentina,1714,0,Argentina,Preliminar,2014,2014
0,533,Aruba,400,0,Aruba,Preliminar,2014,2014
0,44,Bahamas,146,0,Bahamas,Preliminar,2014,2014
0,52,Barbados,2689,0,Barbados,Preliminar,2014,2014
0.02,558,Nicaragua,88463,16,Nicaragua,Final,2016,2016
0,84,Belize,4713,,Belice,Final,2016,2016
0,60,Bermuda,1,0,Bermuda,Preliminar,2014,2014
0,600,Paraguay,1832,0,Paraguay,Preliminar,2017,2017
0,858,Uruguay,0,0,Uruguay,Preliminar,2017,2017
0,192,Cuba,1248,0,Cuba,Preliminar,2017,2017
0.07,214,Dominican Republic,1359,1,República Dominicana,Preliminar,2017,2017
0,630,Puerto Rico,10,0,Puerto Rico,Preliminar,2017,2017
0,850,Virgin Islands (US),1,0,Islas Vírgenes (EUA),Preliminar,2017,2017
0,660,Anguilla,22,,Anguila,Preliminar,2017,2017
0,28,Antigua and Barbuda,1,0,Antigua y Barbuda,Preliminar,2017,2017
0,533,Aruba,1734,,Aruba,Preliminar,2017,2017
0,44,Bahamas,14,0,Bahamas,Preliminar,2017,2017
0,52,Barbados,538,0,Barbados,Preliminar,2017,2017
0,60,Bermuda,0,0,Bermuda,Preliminar,2017,2017
0,92,Virgin Islands (UK),67,0,Islas Vírgenes (RU),Preliminar,2017,2017
0,136,Cayman Islands,31,0,Islas Caimán,Preliminar,2017,2017
0,212,Dominica,33,0,Dominica,Preliminar,2017,2017
0,254,French Guiana,625,0,Guayana Francesa,Preliminar,2017,2017
0,308,Grenada,239,0,Granada,Preliminar,2017,2017
0,312,Guadeloupe,540,0,Guadalupe,Preliminar,2017,2017
0,222,El Salvador,787,0,El Salvador,Preliminar,2018,2018
0,328,Guyana,5,0,Guyana,Preliminar,2017,2017
0,388,Jamaica,70,0,Jamaica,Preliminar,2017,2017
0,474,Martinique,113,0,Martinica,Preliminar,2017,2017
0,500,Montserrat,0,0,Montserrat,Preliminar,2017,2017
0,652,"Saint Barthelemy",55,0,"San Bartolomé",Preliminar,2017,2017
0,659,Saint Kitts and Nevis,10,0,Saint Kitts y Nevis,Preliminar,2017,2017
0,662,Saint Lucia,66,0,Santa Lucía,Preliminar,2017,2017
0,663,Saint Martin,157,0,"Isla de San Martín (Francia)",Preliminar,2017,2017
0,670,Saint Vincent and the Grenadines,3,0,San Vicente y las Granadinas,Preliminar,2017,2017
0,780,Trinidad and Tobago,300,0,Trinidad y Tobago,Preliminar,2017,2017
0,796,Turks and Caicos Islands,210,0,Islas Turcas y Caicos,Preliminar,2017,2017
0,188,Costa Rica,23319,0,Costa Rica,Final,2016,2016
0,188,Costa Rica,17394,0,Costa Rica,Final,2015,2015
0,850,Virgin Islands (US),0,0,Islas Vírgenes (EUA),Preliminar,2018,2018
0,254,French Guiana,115,0,Guayana Francesa,Preliminar,2018,2018
0,312,Guadeloupe,8,0,Guadalupe,Preliminar,2018,2018
0.07,76,Brazil,591080,410,Brasil,Preliminar,2014,2014
0,92,Virgin Islands (UK),239,0,Islas Vírgenes (RU),Preliminar,2014,2014
0,124,Canada,0,0,Canadá,Preliminar,2014,2014
0,136,Cayman Islands,124,0,Islas Caimán,Preliminar,2014,2014
0,152,Chile,30,0,Chile,Preliminar,2014,2014
0.08,170,Colombia,110473,88,Colombia,Preliminar,2014,2014
0,188,Costa Rica,11140,0,Costa Rica,final,2014,2014
0,192,Cuba,2522,0,Cuba,Preliminar,2014,2014
0,531,Curaçao,194,0,Curazao,Preliminar,2014,2014
0,212,Dominica,184,0,Dominica,Preliminar,2014,2014
0.99,214,Dominican Republic,6274,62,República Dominicana,Preliminar,2014,2014
0.08,218,Ecuador,15446,12,Ecuador,Preliminar,2014,2014
0.01,222,El Salvador,53460,6,El Salvador,Preliminar,2014,2014
0,254,French Guiana,1180,0,Guayana Francesa,Preliminar,2014,2014
2.56,308,Grenada,39,1,Granada,Preliminar,2014,2014
0,312,Guadeloupe,1397,0,Guadalupe,Preliminar,2014,2014
0.08,320,Guatemala,16960,13,Guatemala,Preliminar,2014,2014
0,328,Guyana,863,0,Guyana,Preliminar,2014,2014
0.01,340,Honduras,42753,5,Honduras,Preliminar,2014,2014
0,388,Jamaica,880,0,Jamaica,Preliminar,2014,2014
0.12,474,Martinique,1680,2,Martinica,Preliminar,2014,2014
0.03,484,Mexico,124943,39,México,Preliminar,2014,2014
0,500,Montserrat,17,0,Montserrat,Preliminar,2014,2014
0,558,Nicaragua,35425,0,Nicaragua,Preliminar,2014,2014
0.16,591,Panama,5517,9,Panamá,Preliminar,2014,2014
0.05,600,Paraguay,10014,5,Paraguay,Preliminar,2014,2014
0.16,604,Peru,19043,31,Perú,Preliminar,2014,2014
0,630,Puerto Rico,8880,0,Puerto Rico,Preliminar,2014,2014
0,652,"Saint Barthelemy",56,0,"San Bartolomé",Preliminar,2014,2014
0,659,Saint Kitts and Nevis,75,0,Saint Kitts y Nevis,Preliminar,2014,2014
0,662,Saint Lucia,167,0,Santa Lucía,Preliminar,2014,2014
0,663,Saint Martin,404,0,"Isla de San Martín (Francia)",Preliminar,2014,2014
0,670,Saint Vincent and the Grenadines,117,0,San Vicente y las Granadinas,Preliminar,2014,2014
0,740,Suriname,197,0,Suriname,Preliminar,2014,2014
0,780,Trinidad and Tobago,5157,0,Trinidad y Tobago,Preliminar,2014,2014
0,796,Turks and Caicos Islands,252,0,Islas Turcas y Caicos,Preliminar,2014,2014
0,840,United States of America,668,0,Estados Unidos de América,Preliminar,2014,2014
0,858,Uruguay,0,0,Uruguay,Preliminar,2014,2014
0,862,Venezuela,87529,0,Venezuela,Preliminar,2014,2014
0,84,Belize,5026,0,Belice,Final,2014,2014
0,84,Belize,2966,0,Belice,Preliminar,2017,2017
0,84,Belize,294,0,Belice,Preliminar,2018,2018
0,28,Antigua and Barbuda,14,0,Antigua y Barbuda,Preliminar,2015,2015
0,32,Argentina,4774,0,Argentina,Preliminar,2015,2015
0,44,Bahamas,10,0,Bahamas,Preliminar,2015,2015
0.26,52,Barbados,391,1,Barbados,Preliminar,2015,2015
0,60,Bermuda,0,0,Bermuda,Preliminar,2015,2015
0,92,Virgin Islands (UK),103,0,Islas Vírgenes (RU),Preliminar,2015,2015
0,124,Canada,0,0,Canadá,Preliminar,2015,2015
0,136,Cayman Islands,40,0,Islas Caimán,Preliminar,2015,2015
0,152,Chile,40,0,Chile,Preliminar,2015,2015
0.16,170,Colombia,96444,155,Colombia,Preliminar,2015,2015
0,192,Cuba,1691,0,Cuba,Preliminar,2015,2015
0,212,Dominica,38,0,Dominica,Preliminar,2015,2015
0.63,214,Dominican Republic,17048,107,República Dominicana,Preliminar,2015,2015
0.02,218,Ecuador,42667,8,Ecuador,Preliminar,2015,2015
0.01,222,El Salvador,50169,6,El Salvador,Preliminar,2015,2015
0,254,French Guiana,2603,0,Guayana Francesa,Preliminar,2015,2015
0,308,Grenada,25,0,Granada,Preliminar,2015,2015
0,312,Guadeloupe,201,0,Guadalupe,Preliminar,2015,2015
0.05,320,Guatemala,18058,9,Guatemala,Preliminar,2015,2015
0,328,Guyana,388,0,Guyana,Preliminar,2015,2015
0,332,Haiti,130,0,Haití,Preliminar,2015,2015
0.01,340,Honduras,44834,5,Honduras,Preliminar,2015,2015
0,388,Jamaica,88,0,Jamaica,Preliminar,2015,2015
0,474,Martinique,207,0,Martinica,Preliminar,2015,2015
0.02,484,Mexico,219593,42,México,Preliminar,2015,2015
0,500,Montserrat,0,0,Montserrat,Preliminar,2015,2015
0,533,Aruba,335,0,Aruba,Preliminar,2015,2015
0.03,558,Nicaragua,49326,15,Nicaragua,Preliminar,2015,2015
0.12,591,Panama,3347,4,Panamá,Preliminar,2015,2015
0.01,600,Paraguay,68652,5,Paraguay,Preliminar,2015,2015
0.11,604,Peru,35837,41,Perú,Preliminar,2015,2015
0,630,Puerto Rico,1867,0,Puerto Rico,Preliminar,2015,2015
0,652,"Saint Barthelemy",428,0,"San Bartolomé",Preliminar,2015,2015
0,659,Saint Kitts and Nevis,5,0,Saint Kitts y Nevis,Preliminar,2015,2015
0,660,Anguilla,8,0,Anguila,Preliminar,2015,2015
0,662,Saint Lucia,25,0,Santa Lucía,Preliminar,2015,2015
0,663,Saint Martin,1488,0,"Isla de San Martín (Francia)",Preliminar,2015,2015
0,670,Saint Vincent and the Grenadines,13,0,San Vicente y las Granadinas,Preliminar,2015,2015
0,740,Suriname,15,0,Suriname,Preliminar,2015,2015
0.18,780,Trinidad and Tobago,1687,3,Trinidad y Tobago,Preliminar,2015,2015
0,796,Turks and Caicos Islands,331,0,Islas Turcas y Caicos,Preliminar,2015,2015
0,840,United States of America,751,0,Estados Unidos de América,Preliminar,2015,2015
0,858,Uruguay,13,0,Uruguay,Preliminar,2015,2015
0.17,862,Venezuela,54152,90,Venezuela,Preliminar,2015,2015
0,630,Puerto Rico,204,0,Puerto Rico,Final,2016,2016
0,28,Antigua and Barbuda,1,0,Antigua y Barbuda,Preliminar,2018,2018
0.05,76,Brazil,1649008,863,Brasil,final,2015,2015
0,328,Guyana,9,0,Guyana,Preliminar,2018,2018
0,340,Honduras,1006,0,Honduras,Preliminar,2018,2018
0,474,Martinique,73,0,Martinica,Preliminar,2018,2018
0,484,Mexico,4458,0,México,Preliminar,2018,2018
0,500,Montserrat,0,0,Montserrat,Preliminar,2018,2018
0,558,Nicaragua,9830,0,Nicaragua,Preliminar,2018,2018
0,591,Panama,1774,0,Panamá,Preliminar,2018,2018
0,28,Antigua and Barbuda,103,0,Antigua y Barbuda,Preliminar,2016,2016
0.01,32,Argentina,79455,10,Argentina,Final,2016,2016
0,44,Bahamas,82,0,Bahamas,Preliminar,2016,2016
0,52,Barbados,1433,0,Barbados,Preliminar,2016,2016
0,60,Bermuda,2,0,Bermuda,Preliminar,2016,2016
0,68,Bolivia,31756,1,Bolivia,Preliminar,2016,2016
0,92,Virgin Islands (UK),100,0,Islas Vírgenes (RU),Preliminar,2016,2016
0,124,Canada,0,0,Canadá,Final,2016,2016
0,136,Cayman Islands,150,0,Islas Caimán,Preliminar,2016,2016
0,152,Chile,33,0,Chile,Preliminar,2016,2016
0.06,170,Colombia,103822,60,Colombia,Preliminar,2016,2016
0,192,Cuba,1836,0,Cuba,Preliminar,2016,2016
0,212,Dominica,351,0,Dominica,Preliminar,2016,2016
0.59,214,Dominican Republic,6645,39,República Dominicana,Preliminar,2016,2016
0.03,218,Ecuador,14150,4,Ecuador,Preliminar,2016,2016
0.01,222,El Salvador,8789,1,El Salvador,Final,2016,2016
0,254,French Guiana,522,0,Guayana Francesa,Preliminar,2016,2016
0,308,Grenada,151,0,Granada,Preliminar,2016,2016
0,312,Guadeloupe,177,0,Guadalupe,Preliminar,2016,2016
0.01,320,Guatemala,8844,1,Guatemala,Preliminar,2016,2016
0,328,Guyana,303,0,Guyana,Preliminar,2016,2016
0.01,340,Honduras,22961,3,Honduras,Preliminar,2016,2016
0,388,Jamaica,2269,0,Jamaica,Preliminar,2016,2016
0,474,Martinique,158,0,Martinica,Preliminar,2016,2016
0.03,484,Mexico,130069,34,México,Final,2016,2016
0,500,Montserrat,25,0,Montserrat,Preliminar,2016,2016
0,533,Aruba,1319,0,Aruba,Preliminar,2016,2016
0.11,591,Panama,7884,9,Panamá,Preliminar,2016,2016
0.02,600,Paraguay,70215,16,Paraguay,Final,2016,2016
0.12,604,Peru,31868,37,Perú,Preliminar,2016,2016
0,652,"Saint Barthelemy",78,0,"San Bartolomé",Preliminar,2016,2016
0,659,Saint Kitts and Nevis,136,0,Saint Kitts y Nevis,Preliminar,2016,2016
0,660,Anguilla,50,0,Anguila,Preliminar,2016,2016
0,662,Saint Lucia,196,0,Santa Lucía,Preliminar,2016,2016
0,663,Saint Martin,29,0,"Isla de San Martín (Francia)",Preliminar,2016,2016
0,670,Saint Vincent and the Grenadines,89,0,San Vicente y las Granadinas,Preliminar,2016,2016
0,740,Suriname,6,0,Suriname,Preliminar,2016,2016
0,780,Trinidad and Tobago,1801,0,Trinidad y Tobago,Preliminar,2016,2016
0,796,Turks and Caicos Islands,484,0,Islas Turcas y Caicos,Preliminar,2016,2016
0,850,Virgin Islands (US),11,0,Islas Vírgenes (EUA),final,2016,2016
0,858,Uruguay,1337,0,Uruguay,Preliminar,2016,2016
0.13,862,Venezuela,29268,39,Venezuela,Preliminar,2016,2016
