Mortality rate per 100000 pop,CountryISO vwPopulation per year,Country ISO,Country,Dengue Tot,Dengue,Dgrave,Deaths,Number of Records,Pais,PopFemale vwPopulation per year,PopMale vwPopulation per year,Population,Tipo,Year vwPopulation per year,Year
0,780,780,Trinidad and Tobago,497,448,49,0,1,Trinidad y Tobago,650411,640124,1290535,Final,2004,2004
0,780,780,Trinidad and Tobago,411,411,0,0,1,Trinidad y Tobago,654001,642932,1296933,Final,2005,2005
0,780,780,Trinidad and Tobago,36,35,1,0,1,Trinidad y Tobago,657409,645732,1303141,Final,2006,2006
0,780,780,Trinidad and Tobago,47,47,0,0,1,Trinidad y Tobago,660704,648556,1309260,Final,2007,2007
0.23,780,780,Trinidad and Tobago,2358,2350,8,3,1,Trinidad y Tobago,663961,651411,1315372,Final,2008,2008
0,780,780,Trinidad and Tobago,24,24,0,0,1,Trinidad y Tobago,667306,654318,1321624,Final,2009,2009
0.23,780,780,Trinidad and Tobago,4737,4734,3,3,1,Trinidad y Tobago,670816,657279,1328095,Final,2010,2010
0.07,780,780,Trinidad and Tobago,1242,1241,1,1,1,Trinidad y Tobago,674504,660286,1334790,Final,2011,2011
0,780,780,Trinidad and Tobago,0,0,0,0,1,Trinidad y Tobago,678294,663285,1341579,Final,2012,2012
0,780,780,Trinidad and Tobago,0,0,0,0,1,Trinidad y Tobago,682071,666169,1348240,Final,2013,2013
0,780,780,Trinidad and Tobago,128,128,0,0,1,Trinidad y Tobago,685680,668803,1354483,Final,2014,2014
0,780,780,Trinidad and Tobago,5157,5157,0,0,1,Trinidad y Tobago,685680,668803,1354483,Preliminar,2014,2014
0.22,780,780,Trinidad and Tobago,1687,1687,0,3,1,Trinidad y Tobago,689003,671085,1360088,Preliminar,2015,2015
0,780,780,Trinidad and Tobago,1801,1801,0,0,1,Trinidad y Tobago,691999,672974,1364973,Preliminar,2016,2016
0,780,780,Trinidad and Tobago,300,300,0,0,1,Trinidad y Tobago,694680,674477,1369157,Preliminar,2017,2017
0,780,780,Trinidad and Tobago,18,18,0,0,1,Trinidad y Tobago,697045,675603,1372648,Preliminar,2018,2018
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,5652,5862,11514,Final,1990,1990
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,5963,6177,12140,Final,1991,1991
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,6289,6509,12798,Final,1992,1992
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,6632,6853,13485,Final,1993,1993
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,6986,7213,14199,Final,1994,1994
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,7353,7587,14940,Final,1995,1995
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,7745,7974,15719,Final,1996,1996
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,8158,8384,16542,Final,1997,1997
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,8596,8823,17419,Final,1998,1998
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,9056,9286,18342,Final,1999,1999
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,9520,9751,19271,Final,2000,2000
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,9989,10226,20215,Final,2001,2001
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,10583,10823,21406,Final,2002,2002
0,796,796,Turks and Caicos Islands,2,2,0,0,1,Islas Turcas y Caicos,11337,11583,22920,Final,2003,2003
0,796,796,Turks and Caicos Islands,1,1,0,0,1,Islas Turcas y Caicos,12340,12611,24951,Final,2004,2004
0,796,796,Turks and Caicos Islands,1,1,0,0,1,Islas Turcas y Caicos,13641,13949,27590,Final,2005,2005
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,15116,15467,30583,Final,2006,2006
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,16757,17154,33911,Final,2007,2007
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,18584,19033,37617,Final,2008,2008
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,20246,20737,40983,Final,2009,2009
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,21357,21855,43212,Final,2010,2010
0,796,796,Turks and Caicos Islands,24,24,0,0,1,Islas Turcas y Caicos,22165,22654,44819,Final,2011,2011
0,796,796,Turks and Caicos Islands,14,14,0,0,1,Islas Turcas y Caicos,22928,23407,46335,Final,2012,2012
0,796,796,Turks and Caicos Islands,5,5,0,0,1,Islas Turcas y Caicos,23642,24112,47754,Final,2013,2013
0,796,796,Turks and Caicos Islands,48,48,0,0,1,Islas Turcas y Caicos,24305,24765,49070,Final,2014,2014
0,796,796,Turks and Caicos Islands,252,252,0,0,1,Islas Turcas y Caicos,24305,24765,49070,Preliminar,2014,2014
0,796,796,Turks and Caicos Islands,331,331,0,0,1,Islas Turcas y Caicos,24915,25365,50280,Preliminar,2015,2015
0,796,796,Turks and Caicos Islands,484,484,0,0,1,Islas Turcas y Caicos,25495,25935,51430,Preliminar,2016,2016
0,796,796,Turks and Caicos Islands,210,210,0,0,1,Islas Turcas y Caicos,26071,26499,52570,Preliminar,2017,2017
0,796,796,Turks and Caicos Islands,0,0,0,0,1,Islas Turcas y Caicos,26643,27058,53701,Preliminar,2018,2018
0,840,840,United States of America,63,63,0,0,1,Estados Unidos de América,117074597,112513611,229588208,Final,1980,1980
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,118206241,113559542,231765783,Final,1981,1981
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,119320795,114633079,233953874,Final,1982,1982
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,120431161,115730800,236161961,Final,1983,1983
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,121556725,116847498,238404223,Final,1984,1984
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,122711433,117980124,240691557,Final,1985,1985
0,840,840,United States of America,14,14,0,0,1,Estados Unidos de América,123902602,119129415,243032017,Final,1986,1986
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,125126140,120299269,245425409,Final,1987,1987
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,126371311,121493891,247865202,Final,1988,1988
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,127621933,122718862,250340795,Final,1989,1989
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,128868320,123979490,252847810,Final,1990,1990
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,130098759,125268401,255367160,Final,1991,1991
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,131321555,126586651,257908206,Final,1992,1992
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,132570329,127957091,260527420,Final,1993,1993
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,133891311,129410012,263301323,Final,1994,1994
0,840,840,United States of America,7,7,0,0,1,Estados Unidos de América,135313415,130962113,266275528,Final,1995,1995
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,136855074,132628150,269483224,Final,1996,1996
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,138494797,134388068,272882865,Final,1997,1997
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,140172948,136181148,276354096,Final,1998,1998
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,141806385,137924416,279730801,Final,1999,1999
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,143336589,139559152,282895741,Final,2000,2000
0,840,840,United States of America,96,96,0,0,1,Estados Unidos de América,144737061,141059137,285796198,Final,2001,2001
0,840,840,United States of America,29,29,0,0,1,Estados Unidos de América,146027978,142442869,288470847,Final,2002,2002
0,840,840,United States of America,40,40,0,0,1,Estados Unidos de América,147254257,143751225,291005482,Final,2003,2003
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,148483809,145047077,293530886,Final,2004,2004
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,149764203,146375432,296139635,Final,2005,2005
0,840,840,United States of America,143,143,0,0,1,Estados Unidos de América,151112061,147748458,298860519,Final,2006,2006
0,840,840,United States of America,488,488,0,0,1,Estados Unidos de América,152506868,149149085,301655953,Final,2007,2007
0,840,840,United States of America,0,0,0,0,1,Estados Unidos de América,153914799,150558344,304473143,Final,2008,2008
0,840,840,United States of America,3,3,0,0,1,Estados Unidos de América,155285634,151946327,307231961,Final,2009,2009
0,840,840,United States of America,65,65,0,0,1,Estados Unidos de América,156584487,153291683,309876170,Final,2010,2010
0,840,840,United States of America,7,7,0,0,1,Estados Unidos de América,157800150,154590218,312390368,Final,2011,2011
0,840,840,United States of America,186,186,0,0,1,Estados Unidos de América,158948597,155850868,314799465,Final,2012,2012
0,840,840,United States of America,543,538,5,0,1,Estados Unidos de América,160054925,157080994,317135919,Final,2013,2013
0,840,840,United States of America,470,470,0,0,1,Estados Unidos de América,161156313,158292321,319448634,Final,2014,2014
0,840,840,United States of America,668,668,0,0,1,Estados Unidos de América,161156313,158292321,319448634,Preliminar,2014,2014
0,840,840,United States of America,751,751,0,0,1,Estados Unidos de América,162279859,159493772,321773631,Preliminar,2015,2015
0,840,840,United States of America,990,990,0,0,1,Estados Unidos de América,163432453,160686334,324118787,Final,2016,2016
0,840,840,United States of America,348,348,0,0,1,Estados Unidos de América,164605980,161868033,326474013,Preliminar,2017,2017
0,840,840,United States of America,28,28,0,0,1,Estados Unidos de América,165794392,163041371,328835763,Preliminar,2018,2018
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56776,51863,108639,Final,2000,2000
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56730,51656,108386,Final,2001,2001
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56719,51489,108208,Final,2002,2002
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56734,51351,108085,Final,2003,2003
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56742,51208,107950,Final,2004,2004
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56772,51091,107863,Final,2005,2005
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56765,50935,107700,Final,2006,2006
0,850,850,Virgin Islands (US),73,73,0,0,1,Islas Vírgenes (EUA),56703,50720,107423,Final,2007,2007
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56614,50477,107091,Final,2008,2008
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56500,50207,106707,Final,2009,2009
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56358,49909,106267,Final,2010,2010
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),56195,49589,105784,Final,2011,2011
0,850,850,Virgin Islands (US),4,4,0,0,1,Islas Vírgenes (EUA),56019,49256,105275,Final,2012,2012
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),55828,48909,104737,Final,2013,2013
0,850,850,Virgin Islands (US),7,7,0,0,1,Islas Vírgenes (EUA),55622,48548,104170,Final,2014,2014
0,850,850,Virgin Islands (US),19,19,0,0,1,Islas Vírgenes (EUA),55622,48548,104170,Preliminar,2014,2014
0,850,850,Virgin Islands (US),3,3,0,0,1,Islas Vírgenes (EUA),55401,48173,103574,final,2015,2015
0,850,850,Virgin Islands (US),11,11,0,0,1,Islas Vírgenes (EUA),55166,47785,102951,final,2016,2016
0,850,850,Virgin Islands (US),1,1,0,0,1,Islas Vírgenes (EUA),54918,47385,102303,Preliminar,2017,2017
0,850,850,Virgin Islands (US),0,0,0,0,1,Islas Vírgenes (EUA),54653,46970,101623,Preliminar,2018,2018
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1485536,1430239,2915775,Final,1980,1980
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1497483,1437553,2935036,Final,1981,1981
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1509055,1445226,2954281,Final,1982,1982
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1520359,1453102,2973461,Final,1983,1983
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1531640,1461008,2992648,Final,1984,1984
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1543077,1468830,3011907,Final,1985,1985
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1554609,1476423,3031032,Final,1986,1986
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1566129,1483833,3049962,Final,1987,1987
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1577718,1491376,3069094,Final,1988,1988
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1589486,1499499,3088985,Final,1989,1989
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1601492,1508495,3109987,Final,1990,1990
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1613676,1518372,3132048,Final,1991,1991
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1625934,1528919,3154853,Final,1992,1992
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1638223,1539933,3178156,Final,1993,1993
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1650484,1551120,3201604,Final,1994,1994
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1662615,1562192,3224807,Final,1995,1995
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1674767,1573272,3248039,Final,1996,1996
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1686786,1584228,3271014,Final,1997,1997
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1697908,1594226,3292134,Final,1998,1998
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1707128,1602190,3309318,Final,1999,1999
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1713805,1607437,3321242,Final,2000,2000
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1717558,1609547,3327105,Final,2001,2001
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1718806,1608964,3327770,Final,2002,2002
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1718695,1606942,3325637,Final,2003,2003
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1718843,1605253,3324096,Final,2004,2004
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1720421,1605187,3325608,Final,2005,2005
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1723847,1607194,3331041,Final,2006,2006
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1728804,1610946,3339750,Final,2007,2007
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1734831,1616001,3350832,Final,2008,2008
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1741159,1621602,3362761,Final,2009,2009
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1747225,1627189,3374414,Final,2010,2010
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1752931,1632679,3385610,Final,2011,2011
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1758478,1638275,3396753,Final,2012,2012
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1763941,1644028,3407969,Final,2013,2013
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1769468,1650048,3419516,Final,2014,2014
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1769468,1650048,3419516,Preliminar,2014,2014
0,858,858,Uruguay,13,13,0,0,1,Uruguay,1775156,1656399,3431555,Preliminar,2015,2015
0,858,858,Uruguay,1337,1337,0,0,1,Uruguay,1781002,1663069,3444071,Preliminar,2016,2016
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1786916,1669961,3456877,Preliminar,2017,2017
0,858,858,Uruguay,0,0,0,0,1,Uruguay,1792807,1676964,3469771,Preliminar,2018,2018
0,862,862,Venezuela,39,39,0,0,1,Venezuela,7588268,7755649,15343917,Final,1980,1980
0,862,862,Venezuela,71,71,0,0,1,Venezuela,7798140,7963660,15761800,Final,1981,1981
0,862,862,Venezuela,39,39,0,0,1,Venezuela,8011188,8174707,16185895,Final,1982,1982
0,862,862,Venezuela,6,6,0,0,1,Venezuela,8227913,8389430,16617343,Final,1983,1983
0,862,862,Venezuela,20,20,0,0,1,Venezuela,8449042,8608744,17057786,Final,1984,1984
0,862,862,Venezuela,2,2,0,0,1,Venezuela,8674932,8833127,17508059,Final,1985,1985
0,862,862,Venezuela,0,0,0,0,1,Venezuela,8905772,9062758,17968530,Final,1986,1986
0,862,862,Venezuela,58,58,0,0,1,Venezuela,9140875,9296862,18437737,Final,1987,1987
0,862,862,Venezuela,12,12,0,0,1,Venezuela,9378653,9533778,18912431,Final,1988,1988
0.14,862,862,Venezuela,4025,1360,2665,27,1,Venezuela,9616982,9771280,19388262,Final,1989,1989
0.26,862,862,Venezuela,7637,4312,3325,52,1,Venezuela,9854287,10007672,19861959,Final,1990,1990
0.13,862,862,Venezuela,6559,4579,1980,26,1,Venezuela,10089937,10242310,20332247,Final,1991,1991
0.06,862,862,Venezuela,3356,3356,0,12,1,Venezuela,10324166,10475305,20799471,Final,1992,1992
0.09,862,862,Venezuela,9059,9059,0,20,1,Venezuela,10557335,10706659,21263994,Final,1993,1993
0.06,862,862,Venezuela,15046,15046,0,14,1,Venezuela,10790169,10936639,21726808,Final,1994,1994
0.19,862,862,Venezuela,26900,21520,5380,43,1,Venezuela,11023216,11165455,22188671,Final,1995,1995
0.06,862,862,Venezuela,7500,5820,1680,13,1,Venezuela,11256347,11392865,22649212,Final,1996,1996
0.19,862,862,Venezuela,27354,21054,6300,43,1,Venezuela,11489326,11618677,23108003,Final,1997,1997
0.14,862,862,Venezuela,31863,26140,5723,34,1,Venezuela,11722481,11843253,23565734,Final,1998,1998
0.06,862,862,Venezuela,24028,21340,2688,15,1,Venezuela,11956241,12067114,24023355,Final,1999,1999
0.02,862,862,Venezuela,18915,16729,2186,5,1,Venezuela,12190859,12290618,24481477,Final,2000,2000
0.06,862,862,Venezuela,76639,70098,6541,15,1,Venezuela,12426411,12513812,24940223,Final,2001,2001
0,862,862,Venezuela,34697,31718,2979,1,1,Venezuela,12662644,12736499,25399143,Final,2002,2002
0.03,862,862,Venezuela,24750,22504,2246,7,1,Venezuela,12899062,12958491,25857553,Final,2003,2003
0.02,862,862,Venezuela,28707,26721,1986,5,1,Venezuela,13134977,13179506,26314483,Final,2004,2004
0.01,862,862,Venezuela,39517,36836,2681,4,1,Venezuela,13369831,13399284,26769115,Final,2005,2005
0,862,862,Venezuela,37384,34908,2476,0,1,Venezuela,13603432,13617796,27221228,Final,2006,2006
0,862,862,Venezuela,74185,67724,6461,0,1,Venezuela,13835712,13834947,27670659,Final,2007,2007
0,862,862,Venezuela,44399,40750,3649,0,1,Venezuela,14066385,14050331,28116716,Final,2008,2008
0,862,862,Venezuela,60720,55571,5149,0,1,Venezuela,14295161,14263446,28558607,Final,2009,2009
0,862,862,Venezuela,113764,103561,10203,0,1,Venezuela,14521816,14473929,28995745,Final,2010,2010
0,862,862,Venezuela,30135,28719,1416,0,1,Venezuela,14746106,14681525,29427631,Final,2011,2011
0,862,862,Venezuela,49502,47554,1948,0,1,Venezuela,14967959,14886279,29854238,Final,2012,2012
0,862,862,Venezuela,63726,63176,550,0,1,Venezuela,15187536,15088509,30276045,Final,2013,2013
0,862,862,Venezuela,75020,74833,187,0,1,Venezuela,15405120,15288707,30693827,Final,2014,2014
0,862,862,Venezuela,87529,87308,221,0,1,Venezuela,15405120,15288707,30693827,Preliminar,2014,2014
0.29,862,862,Venezuela,54152,53870,282,90,1,Venezuela,15620882,15487201,31108083,Preliminar,2015,2015
0.12,862,862,Venezuela,29268,29153,115,39,1,Venezuela,15834812,15684043,31518855,Preliminar,2016,2016
0.05,862,862,Venezuela,8615,8256,359,16,1,Venezuela,16046702,15879003,31925705,Preliminar,2017,2017
