Mortality rate per 100000 pop,CountryISO vwPopulation per year,Country ISO,Country,Dengue Tot,Dengue,Dgrave,Deaths,Number of Records,Pais,PopFemale vwPopulation per year,PopMale vwPopulation per year,Population,Tipo,Year vwPopulation per year,Year
0,28,28,Antigua and Barbuda,1,1,0,0,1,Antigua y Barbuda,33171,30854,64025,Final,1991,1991
0,28,28,Antigua and Barbuda,0,0,0,0,1,Antigua y Barbuda,33802,31379,65181,Final,1992,1992
0,28,28,Antigua and Barbuda,0,0,0,0,1,Antigua y Barbuda,34430,31901,66331,Final,1993,1993
0,28,28,Antigua and Barbuda,0,0,0,0,1,Antigua y Barbuda,35060,32425,67485,Final,1994,1994
0,28,28,Antigua and Barbuda,56,56,0,0,1,Antigua y Barbuda,35723,32987,68710,Final,1995,1995
0,28,28,Antigua and Barbuda,12,12,0,0,1,Antigua y Barbuda,36445,33610,70055,Final,1996,1996
0,28,28,Antigua and Barbuda,7,7,0,0,1,Antigua y Barbuda,37193,34260,71453,Final,1997,1997
0,28,28,Antigua and Barbuda,4,4,0,0,1,Antigua y Barbuda,37907,34874,72781,Final,1998,1998
0,28,28,Antigua and Barbuda,2,2,0,0,1,Antigua y Barbuda,38575,35441,74016,Final,1999,1999
0,28,28,Antigua and Barbuda,8,8,0,0,1,Antigua y Barbuda,39292,36059,75351,Final,2000,2000
0,28,28,Antigua and Barbuda,20,20,0,0,1,Antigua y Barbuda,40034,36700,76734,Final,2001,2001
0,28,28,Antigua and Barbuda,5,5,0,0,1,Antigua y Barbuda,40688,37247,77935,Final,2002,2002
0,28,28,Antigua and Barbuda,0,0,0,0,1,Antigua y Barbuda,41308,37758,79066,Final,2003,2003
0,28,28,Antigua and Barbuda,0,0,0,0,1,Antigua y Barbuda,41924,38269,80193,Final,2004,2004
0,28,28,Antigua and Barbuda,0,0,0,0,1,Antigua y Barbuda,42518,38759,81277,Final,2005,2005
0,28,28,Antigua and Barbuda,0,0,0,0,1,Antigua y Barbuda,43105,39238,82343,Final,2006,2006
0,28,28,Antigua and Barbuda,0,0,0,0,1,Antigua y Barbuda,43701,39724,83425,Final,2007,2007
0,28,28,Antigua and Barbuda,17,17,0,0,1,Antigua y Barbuda,44306,40216,84522,Final,2008,2008
0,28,28,Antigua and Barbuda,2,0,2,0,1,Antigua y Barbuda,44919,40713,85632,Final,2009,2009
0,28,28,Antigua and Barbuda,3,3,0,0,1,Antigua y Barbuda,45539,41215,86754,Final,2010,2010
0,28,28,Antigua and Barbuda,7,7,0,0,1,Antigua y Barbuda,46163,41721,87884,Final,2011,2011
0,28,28,Antigua and Barbuda,10,10,0,0,1,Antigua y Barbuda,46790,42228,89018,Final,2012,2012
0,28,28,Antigua and Barbuda,3,3,0,0,1,Antigua y Barbuda,47419,42737,90156,Final,2013,2013
0,28,28,Antigua and Barbuda,37,37,0,0,1,Antigua y Barbuda,48049,43246,91295,Final,2014,2014
0,28,28,Antigua and Barbuda,37,37,0,0,1,Antigua y Barbuda,48049,43246,91295,Preliminar,2014,2014
0,28,28,Antigua and Barbuda,14,14,0,0,1,Antigua y Barbuda,48680,43756,92436,Preliminar,2015,2015
0,28,28,Antigua and Barbuda,103,103,0,0,1,Antigua y Barbuda,49314,44267,93581,Preliminar,2016,2016
0,28,28,Antigua and Barbuda,1,1,0,0,1,Antigua y Barbuda,49950,44781,94731,Preliminar,2017,2017
0,28,28,Antigua and Barbuda,1,1,0,0,1,Antigua y Barbuda,50587,45295,95882,Preliminar,2018,2018
0,32,32,Argentina,0,0,0,0,1,Argentina,14245109,13860780,28105889,Final,1980,1980
0,32,32,Argentina,0,0,0,0,1,Argentina,14484327,14059039,28543366,Final,1981,1981
0,32,32,Argentina,0,0,0,0,1,Argentina,14723642,14270347,28993989,Final,1982,1982
0,32,32,Argentina,0,0,0,0,1,Argentina,14963678,14491061,29454739,Final,1983,1983
0,32,32,Argentina,0,0,0,0,1,Argentina,15205406,14715501,29920907,Final,1984,1984
0,32,32,Argentina,0,0,0,0,1,Argentina,15449378,14939403,30388781,Final,1985,1985
0,32,32,Argentina,0,0,0,0,1,Argentina,15695671,15161571,30857242,Final,1986,1986
0,32,32,Argentina,0,0,0,0,1,Argentina,15943542,15382931,31326473,Final,1987,1987
0,32,32,Argentina,0,0,0,0,1,Argentina,16191720,15603795,31795515,Final,1988,1988
0,32,32,Argentina,0,0,0,0,1,Argentina,16438496,15825063,32263559,Final,1989,1989
0,32,32,Argentina,0,0,0,0,1,Argentina,16682537,16047203,32729740,Final,1990,1990
0,32,32,Argentina,0,0,0,0,1,Argentina,16923559,16270361,33193920,Final,1991,1991
0,32,32,Argentina,0,0,0,0,1,Argentina,17161585,16493564,33655149,Final,1992,1992
0,32,32,Argentina,0,0,0,0,1,Argentina,17396006,16714906,34110912,Final,1993,1993
0,32,32,Argentina,0,0,0,0,1,Argentina,17626205,16931909,34558114,Final,1994,1994
0,32,32,Argentina,0,0,0,0,1,Argentina,17851866,17142952,34994818,Final,1995,1995
0,32,32,Argentina,0,0,0,0,1,Argentina,18072581,17347102,35419683,Final,1996,1996
0,32,32,Argentina,0,0,0,0,1,Argentina,18288722,17545243,35833965,Final,1997,1997
0,32,32,Argentina,822,822,0,0,1,Argentina,18501759,17739819,36241578,Final,1998,1998
0,32,32,Argentina,3,3,0,0,1,Argentina,18713724,17934330,36648054,Final,1999,1999
0,32,32,Argentina,1700,1700,0,0,1,Argentina,18926131,18131322,37057453,Final,2000,2000
0,32,32,Argentina,11,11,0,0,1,Argentina,19139695,18331840,37471535,Final,2001,2001
0,32,32,Argentina,214,214,0,0,1,Argentina,19354197,18535246,37889443,Final,2002,2002
0,32,32,Argentina,135,135,0,0,1,Argentina,19569093,18740382,38309475,Final,2003,2003
0,32,32,Argentina,3284,3284,0,0,1,Argentina,19783420,18945358,38728778,Final,2004,2004
0,32,32,Argentina,34,34,0,0,1,Argentina,19996580,19148911,39145491,Final,2005,2005
0,32,32,Argentina,181,181,0,0,1,Argentina,20208231,19350519,39558750,Final,2006,2006
0,32,32,Argentina,173,173,0,0,1,Argentina,20418920,19550983,39969903,Final,2007,2007
0,32,32,Argentina,40,40,0,0,1,Argentina,20629960,19751900,40381860,Final,2008,2008
0.01,32,32,Argentina,26606,26600,6,5,1,Argentina,20843136,19955505,40798641,Final,2009,2009
0,32,32,Argentina,1185,1185,0,0,1,Argentina,21059599,20163276,41222875,Final,2010,2010
0,32,32,Argentina,213,213,0,0,1,Argentina,21279847,20375769,41655616,Final,2011,2011
0,32,32,Argentina,2803,2803,0,0,1,Argentina,21503116,20592108,42095224,Final,2012,2012
0,32,32,Argentina,9294,9294,0,0,1,Argentina,21727725,20810579,42538304,Final,2013,2013
0,32,32,Argentina,1714,1714,0,0,1,Argentina,21951299,21028727,42980026,Preliminar,2014,2014
0,32,32,Argentina,3270,3270,0,0,1,Argentina,21951299,21028727,42980026,Final,2014,2014
0,32,32,Argentina,4774,4774,0,0,1,Argentina,22172053,21244702,43416755,Preliminar,2015,2015
0.02,32,32,Argentina,79455,79455,0,10,1,Argentina,22389381,21457896,43847277,Final,2016,2016
0,32,32,Argentina,557,557,0,0,1,Argentina,22603547,21668578,44272125,Preliminar,2017,2017
0,32,32,Argentina,83,83,0,0,1,Argentina,22814685,21876832,44691517,Preliminar,2018,2018
0,44,44,Bahamas,0,0,0,0,1,Bahamas,106079,104581,210660,Final,1980,1980
0,44,44,Bahamas,0,0,0,0,1,Bahamas,108377,107027,215404,Final,1981,1981
0,44,44,Bahamas,0,0,0,0,1,Bahamas,110826,109449,220275,Final,1982,1982
0,44,44,Bahamas,0,0,0,0,1,Bahamas,113353,111832,225185,Final,1983,1983
0,44,44,Bahamas,0,0,0,0,1,Bahamas,115850,114166,230016,Final,1984,1984
0,44,44,Bahamas,0,0,0,0,1,Bahamas,118241,116443,234684,Final,1985,1985
0,44,44,Bahamas,0,0,0,0,1,Bahamas,120493,118639,239132,Final,1986,1986
0,44,44,Bahamas,0,0,0,0,1,Bahamas,122637,120754,243391,Final,1987,1987
0,44,44,Bahamas,0,0,0,0,1,Bahamas,124739,122837,247576,Final,1988,1988
0,44,44,Bahamas,87,87,0,0,1,Bahamas,126896,124959,251855,Final,1989,1989
0,44,44,Bahamas,2,2,0,0,1,Bahamas,129175,127163,256338,Final,1990,1990
0,44,44,Bahamas,0,0,0,0,1,Bahamas,131614,129503,261117,Final,1991,1991
0,44,44,Bahamas,0,0,0,0,1,Bahamas,134183,131950,266133,Final,1992,1992
0,44,44,Bahamas,0,0,0,0,1,Bahamas,136799,134366,271165,Final,1993,1993
0,44,44,Bahamas,0,0,0,0,1,Bahamas,139346,136557,275903,Final,1994,1994
0,44,44,Bahamas,1,1,0,0,1,Bahamas,141746,138405,280151,Final,1995,1995
0,44,44,Bahamas,0,0,0,0,1,Bahamas,143959,139833,283792,Final,1996,1996
0,44,44,Bahamas,0,0,0,0,1,Bahamas,146035,140933,286968,Final,1997,1997
0,44,44,Bahamas,336,336,0,0,1,Bahamas,148094,141960,290054,Final,1998,1998
0,44,44,Bahamas,0,0,0,0,1,Bahamas,150307,143265,293572,Final,1999,1999
0,44,44,Bahamas,0,0,0,0,1,Bahamas,152794,145097,297891,Final,2000,2000
0,44,44,Bahamas,0,0,0,0,1,Bahamas,155592,147546,303138,Final,2001,2001
0,44,44,Bahamas,0,0,0,0,1,Bahamas,158652,150518,309170,Final,2002,2002
0,44,44,Bahamas,180,180,0,0,1,Bahamas,161901,153856,315757,Final,2003,2003
0,44,44,Bahamas,1,1,0,0,1,Bahamas,165225,157314,322539,Final,2004,2004
0,44,44,Bahamas,0,0,0,0,1,Bahamas,168536,160707,329243,Final,2005,2005
0,44,44,Bahamas,1,1,0,0,1,Bahamas,171812,163989,335801,Final,2006,2006
0,44,44,Bahamas,0,0,0,0,1,Bahamas,175061,167198,342259,Final,2007,2007
0,44,44,Bahamas,1,1,0,0,1,Bahamas,178261,170326,348587,Final,2008,2008
0,44,44,Bahamas,1,0,1,0,1,Bahamas,181393,173387,354780,Final,2009,2009
1.11,44,44,Bahamas,10,10,0,4,1,Bahamas,184441,176389,360830,Final,2010,2010
0,44,44,Bahamas,6997,6994,3,0,1,Bahamas,187392,179319,366711,Final,2011,2011
0,44,44,Bahamas,3,3,0,0,1,Bahamas,190236,182152,372388,Final,2012,2012
0,44,44,Bahamas,3,3,0,0,1,Bahamas,192965,184876,377841,Final,2013,2013
0,44,44,Bahamas,136,136,0,0,1,Bahamas,195574,187480,383054,Final,2014,2014
0,44,44,Bahamas,146,146,0,0,1,Bahamas,195574,187480,383054,Preliminar,2014,2014
0,44,44,Bahamas,10,10,0,0,1,Bahamas,198062,189957,388019,Preliminar,2015,2015
0,44,44,Bahamas,82,82,0,0,1,Bahamas,200421,192297,392718,Preliminar,2016,2016
0,44,44,Bahamas,14,14,0,0,1,Bahamas,202656,194508,397164,Preliminar,2017,2017
0,44,44,Bahamas,3,3,0,0,1,Bahamas,204795,196617,401412,Preliminar,2018,2018
0,52,52,Barbados,0,0,0,0,1,Barbados,132670,119296,251966,Final,1980,1980
0,52,52,Barbados,6,6,0,0,1,Barbados,132680,119681,252361,Final,1981,1981
0,52,52,Barbados,99,99,0,0,1,Barbados,133074,120401,253475,Final,1982,1982
0,52,52,Barbados,63,63,0,0,1,Barbados,133629,121218,254847,Final,1983,1983
0,52,52,Barbados,63,63,0,0,1,Barbados,134089,122025,256114,Final,1984,1984
0,52,52,Barbados,0,0,0,0,1,Barbados,134471,122776,257247,Final,1985,1985
0,52,52,Barbados,0,0,0,0,1,Barbados,134892,123373,258265,Final,1986,1986
0,52,52,Barbados,78,78,0,0,1,Barbados,135234,123890,259124,Final,1987,1987
0,52,52,Barbados,10,10,0,0,1,Barbados,135507,124446,259953,Final,1988,1988
0,52,52,Barbados,45,45,0,0,1,Barbados,135937,125155,261092,Final,1989,1989
0,52,52,Barbados,236,236,0,0,1,Barbados,136397,125867,262264,Final,1990,1990
0,52,52,Barbados,21,21,0,0,1,Barbados,136810,126526,263336,Final,1991,1991
0,52,52,Barbados,4,4,0,0,1,Barbados,137344,127260,264604,Final,1992,1992
0,52,52,Barbados,1,1,0,0,1,Barbados,137811,127888,265699,Final,1993,1993
0,52,52,Barbados,0,0,0,0,1,Barbados,138184,128446,266630,Final,1994,1994
0.37,52,52,Barbados,974,972,2,1,1,Barbados,138603,129064,267667,Final,1995,1995
0,52,52,Barbados,130,130,0,0,1,Barbados,139101,129709,268810,Final,1996,1996
0.74,52,52,Barbados,196,193,3,2,1,Barbados,139668,130394,270062,Final,1997,1997
0,52,52,Barbados,852,852,0,0,1,Barbados,140229,131065,271294,Final,1998,1998
1.47,52,52,Barbados,688,680,8,4,1,Barbados,140779,131725,272504,Final,1999,1999
0,52,52,Barbados,744,744,0,0,1,Barbados,141355,132325,273680,Final,2000,2000
0,52,52,Barbados,1029,1015,14,0,1,Barbados,141980,132926,274906,Final,2001,2001
0,52,52,Barbados,740,740,0,0,1,Barbados,142659,133559,276218,Final,2002,2002
0,52,52,Barbados,557,557,0,0,1,Barbados,143334,134213,277547,Final,2003,2003
0,52,52,Barbados,349,349,0,0,1,Barbados,143984,134834,278818,Final,2004,2004
0,52,52,Barbados,320,320,0,0,1,Barbados,144601,135436,280037,Final,2005,2005
0,52,52,Barbados,1,1,0,0,1,Barbados,145198,136009,281207,Final,2006,2006
0,52,52,Barbados,0,0,0,0,1,Barbados,145786,136573,282359,Final,2007,2007
0,52,52,Barbados,1,1,0,0,1,Barbados,146362,137136,283498,Final,2008,2008
0,52,52,Barbados,55,55,0,0,1,Barbados,146913,137676,284589,Final,2009,2009
0,52,52,Barbados,2966,2910,56,0,1,Barbados,147460,138193,285653,Final,2010,2010
0.7,52,52,Barbados,739,733,6,2,1,Barbados,148002,138703,286705,Final,2011,2011
0.35,52,52,Barbados,912,908,4,1,1,Barbados,148527,139206,287733,Final,2012,2012
1.39,52,52,Barbados,2848,2832,16,4,1,Barbados,149042,139683,288725,Final,2013,2013
0,52,52,Barbados,1728,1726,2,0,1,Barbados,149540,140140,289680,Final,2014,2014
0,52,52,Barbados,2689,2687,2,0,1,Barbados,149540,140140,289680,Preliminar,2014,2014
0.34,52,52,Barbados,391,390,1,1,1,Barbados,150028,140576,290604,Preliminar,2015,2015
0,52,52,Barbados,1433,1433,0,0,1,Barbados,150504,140991,291495,Preliminar,2016,2016
0,52,52,Barbados,538,538,0,0,1,Barbados,150954,141382,292336,Preliminar,2017,2017
0,52,52,Barbados,0,0,0,0,1,Barbados,151389,141742,293131,Preliminar,2018,2018
0,60,60,Bermuda,0,0,0,0,1,Bermuda,29912,28183,58095,Final,1991,1991
0,60,60,Bermuda,0,0,0,0,1,Bermuda,30254,28442,58696,Final,1992,1992
0,60,60,Bermuda,0,0,0,0,1,Bermuda,30558,28683,59241,Final,1993,1993
0,60,60,Bermuda,0,0,0,0,1,Bermuda,30822,28924,59746,Final,1994,1994
0,60,60,Bermuda,0,0,0,0,1,Bermuda,31098,29196,60294,Final,1995,1995
0,60,60,Bermuda,0,0,0,0,1,Bermuda,31406,29465,60871,Final,1996,1996
0,60,60,Bermuda,0,0,0,0,1,Bermuda,31731,29719,61450,Final,1997,1997
0,60,60,Bermuda,0,0,0,0,1,Bermuda,32021,29960,61981,Final,1998,1998
0,60,60,Bermuda,3,3,0,0,1,Bermuda,32299,30210,62509,Final,1999,1999
0,60,60,Bermuda,0,0,0,0,1,Bermuda,32587,30474,63061,Final,2000,2000
0,60,60,Bermuda,0,0,0,0,1,Bermuda,32871,30735,63606,Final,2001,2001
0,60,60,Bermuda,0,0,0,0,1,Bermuda,33167,31015,64182,Final,2002,2002
0,60,60,Bermuda,0,0,0,0,1,Bermuda,33463,31298,64761,Final,2003,2003
0,60,60,Bermuda,0,0,0,0,1,Bermuda,33757,31580,65337,Final,2004,2004
0,60,60,Bermuda,2,2,0,0,1,Bermuda,34048,31862,65910,Final,2005,2005
0,60,60,Bermuda,2,2,0,0,1,Bermuda,34316,32120,66436,Final,2006,2006
0,60,60,Bermuda,0,0,0,0,1,Bermuda,34563,32358,66921,Final,2007,2007
0,60,60,Bermuda,0,0,0,0,1,Bermuda,34801,32586,67387,Final,2008,2008
0,60,60,Bermuda,0,0,0,0,1,Bermuda,35030,32805,67835,Final,2009,2009
0,60,60,Bermuda,2,2,0,0,1,Bermuda,35250,33015,68265,Final,2010,2010
0,60,60,Bermuda,1,1,0,0,1,Bermuda,35462,33217,68679,Final,2011,2011
0,60,60,Bermuda,0,0,0,0,1,Bermuda,35668,33412,69080,Final,2012,2012
0,60,60,Bermuda,1,1,0,0,1,Bermuda,35867,33600,69467,Final,2013,2013
0,60,60,Bermuda,0,0,0,0,1,Bermuda,36059,33780,69839,Final,2014,2014
0,60,60,Bermuda,1,1,0,0,1,Bermuda,36059,33780,69839,Preliminar,2014,2014
0,60,60,Bermuda,0,0,0,0,1,Bermuda,36244,33952,70196,Preliminar,2015,2015
0,60,60,Bermuda,2,2,0,0,1,Bermuda,36421,34116,70537,Preliminar,2016,2016
0,60,60,Bermuda,0,0,0,0,1,Bermuda,36591,34273,70864,Preliminar,2017,2017
0,60,60,Bermuda,0,0,0,0,1,Bermuda,36754,34422,71176,Preliminar,2018,2018
0,68,68,Bolivia,0,0,0,0,1,Bolivia,2794805,2794767,5589572,Final,1980,1980
0,68,68,Bolivia,0,0,0,0,1,Bolivia,2854825,2856773,5711598,Final,1981,1981
0,68,68,Bolivia,0,0,0,0,1,Bolivia,2915620,2919566,5835186,Final,1982,1982
0,68,68,Bolivia,0,0,0,0,1,Bolivia,2977012,2982950,5959962,Final,1983,1983
0,68,68,Bolivia,0,0,0,0,1,Bolivia,3038801,3046698,6085499,Final,1984,1984
0,68,68,Bolivia,0,0,0,0,1,Bolivia,3100874,3110675,6211549,Final,1985,1985
0,68,68,Bolivia,0,0,0,0,1,Bolivia,3163123,3174770,6337893,Final,1986,1986
0,68,68,Bolivia,1994,1994,0,0,1,Bolivia,3225655,3239081,6464736,Final,1987,1987
0,68,68,Bolivia,4847,4847,0,0,1,Bolivia,3288850,3303937,6592787,Final,1988,1988
0,68,68,Bolivia,5334,5334,0,0,1,Bolivia,3353238,3369808,6723046,Final,1989,1989
0,68,68,Bolivia,40642,40642,0,0,1,Bolivia,3419205,3437041,6856246,Final,1990,1990
0,68,68,Bolivia,97397,97397,0,0,1,Bolivia,3486830,3505691,6992521,Final,1991,1991
0,68,68,Bolivia,3501,3501,0,0,1,Bolivia,3556017,3575682,7131699,Final,1992,1992
0,68,68,Bolivia,6915,6915,0,0,1,Bolivia,3626762,3647062,7273824,Final,1993,1993
0,68,68,Bolivia,54453,54453,0,0,1,Bolivia,3699012,3719852,7418864,Final,1994,1994
0,68,68,Bolivia,7,7,0,0,1,Bolivia,3772686,3794030,7566716,Final,1995,1995
0,68,68,Bolivia,52,52,0,0,1,Bolivia,3847811,3869634,7717445,Final,1996,1996
0,68,68,Bolivia,539,539,0,0,1,Bolivia,3924297,3946563,7870860,Final,1997,1997
0,68,68,Bolivia,49,49,0,0,1,Bolivia,4001789,4024468,8026257,Final,1998,1998
0,68,68,Bolivia,43,43,0,0,1,Bolivia,4079823,4102887,8182710,Final,1999,1999
0,68,68,Bolivia,73,73,0,0,1,Bolivia,4158049,4181463,8339512,Final,2000,2000
0,68,68,Bolivia,176,176,0,0,1,Bolivia,4236321,4260057,8496378,Final,2001,2001
0.01,68,68,Bolivia,891,890,1,1,1,Bolivia,4314660,4338683,8653343,Final,2002,2002
0.07,68,68,Bolivia,6501,6454,47,6,1,Bolivia,4393082,4417338,8810420,Final,2003,2003
0,68,68,Bolivia,7365,7340,25,0,1,Bolivia,4471667,4496073,8967740,Final,2004,2004
0,68,68,Bolivia,4433,4423,10,0,1,Bolivia,4550478,4574927,9125405,Final,2005,2005
0.01,68,68,Bolivia,2039,2038,1,1,1,Bolivia,4629481,4653864,9283345,Final,2006,2006
0.01,68,68,Bolivia,7223,7114,109,1,1,Bolivia,4708637,4732845,9441482,Final,2007,2007
0,68,68,Bolivia,3178,3175,3,0,1,Bolivia,4788013,4811903,9599916,Final,2008,2008
0.26,68,68,Bolivia,83849,83651,198,25,1,Bolivia,4867702,4891097,9758799,Final,2009,2009
0,68,68,Bolivia,9918,9918,0,0,1,Bolivia,4947772,4970473,9918245,Final,2010,2010
0.47,68,68,Bolivia,26633,26585,48,47,1,Bolivia,5028224,5050014,10078238,Final,2011,2011
0.36,68,68,Bolivia,51694,49336,2358,37,1,Bolivia,5109041,5129721,10238762,Final,2012,2012
0.08,68,68,Bolivia,13050,12987,63,8,1,Bolivia,5190255,5209676,10399931,Final,2013,2013
0.06,68,68,Bolivia,23726,23366,360,6,1,Bolivia,5271901,5289986,10561887,Preliminar,2014,2014
0.06,68,68,Bolivia,23726,23372,354,6,1,Bolivia,5271901,5289986,10561887,Final,2014,2014
0.01,68,68,Bolivia,29532,29446,86,1,1,Bolivia,5353990,5370715,10724705,Final,2015,2015
0.01,68,68,Bolivia,31756,31700,56,1,1,Bolivia,5436520,5451882,10888402,Preliminar,2016,2016
0.02,68,68,Bolivia,9938,9892,46,2,1,Bolivia,5519440,5533424,11052864,Preliminar,2017,2017
0,76,76,Brazil,0,0,0,0,1,Brasil,61434663,60765058,122199721,Final,1980,1980
0,76,76,Brazil,0,0,0,0,1,Brasil,62907556,62199826,125107382,Final,1981,1981
0,76,76,Brazil,12000,12000,0,0,1,Brasil,64401126,63653631,128054757,Final,1982,1982
0,76,76,Brazil,0,0,0,0,1,Brasil,65902151,65112186,131014337,Final,1983,1983
0,76,76,Brazil,0,0,0,0,1,Brasil,67393522,66557029,133950551,Final,1984,1984
0,76,76,Brazil,0,0,0,0,1,Brasil,68862253,67974175,136836428,Final,1985,1985
0,76,76,Brazil,47367,47364,3,3,1,Brasil,70304736,69359903,139664639,Final,1986,1986
0,76,76,Brazil,89393,89392,1,1,1,Brasil,71722017,70715462,142437479,Final,1987,1987
0,76,76,Brazil,190,190,0,0,1,Brasil,73111970,72038498,145150468,Final,1988,1988
0,76,76,Brazil,5334,5334,0,0,1,Brasil,74473781,73328035,147801816,Final,1989,1989
0.01,76,76,Brazil,40642,40368,274,8,1,Brasil,75808202,74584941,150393143,Final,1990,1990
0,76,76,Brazil,97209,97021,188,0,1,Brasil,77111593,75805259,152916852,Final,1991,1991
0,76,76,Brazil,3501,3501,0,0,1,Brasil,78386664,76992345,155379009,Final,1992,1992
0,76,76,Brazil,6915,6915,0,0,1,Brasil,79648577,78163643,157812220,Final,1993,1993
0.01,76,76,Brazil,54453,54453,0,11,1,Brasil,80917831,79342677,160260508,Final,1994,1994
0,76,76,Brazil,124775,124663,112,2,1,Brasil,82208921,80546133,162755054,Final,1995,1995
0,76,76,Brazil,175749,175680,69,1,1,Brasil,83525086,81778069,165303155,Final,1996,1996
0,76,76,Brazil,254074,254039,35,5,1,Brasil,84861096,83032739,167893835,Final,1997,1997
0.01,76,76,Brazil,535283,535178,105,10,1,Brasil,86212065,84304417,170516482,Final,1998,1998
0,76,76,Brazil,204131,204061,70,3,1,Brasil,87569700,85583366,173153066,Final,1999,1999
0,76,76,Brazil,231412,231353,59,3,1,Brasil,88926004,86860437,175786441,Final,2000,2000
0.02,76,76,Brazil,412388,411709,679,29,1,Brasil,90282363,88137033,178419396,Final,2001,2001
0.08,76,76,Brazil,778037,775430,2607,145,1,Brasil,91635538,89410054,181045592,Final,2002,2002
0.02,76,76,Brazil,341189,340476,713,38,1,Brasil,92967144,90660195,183627339,Final,2003,2003
0,76,76,Brazil,112851,112774,77,3,1,Brasil,94253609,91862754,186116363,Final,2004,2004
0.02,76,76,Brazil,203356,202923,433,43,1,Brasil,95478604,93000636,188479240,Final,2005,2005
0.04,76,76,Brazil,345922,345294,628,67,1,Brasil,96633454,94064787,190698241,Final,2006,2006
0.08,76,76,Brazil,558413,556872,1541,158,1,Brasil,97723585,95060936,192784521,Final,2007,2007
0.11,76,76,Brazil,724427,714470,9957,212,1,Brasil,98764411,96005285,194769696,Final,2008,2008
0.15,76,76,Brazil,520660,512437,8223,298,1,Brasil,99779109,96922189,196701298,Final,2009,2009
0.33,76,76,Brazil,994158,976669,17489,656,1,Brasil,100784657,97829551,198614208,Final,2010,2010
0.24,76,76,Brazil,753487,742942,10545,482,1,Brasil,101785510,98732074,200517584,Final,2011,2011
0.14,76,76,Brazil,597450,593093,4357,284,1,Brasil,102776771,99624813,202401584,Final,2012,2012
0.27,76,76,Brazil,1473645,1466638,7007,545,1,Brasil,103754885,100504492,204259377,Final,2013,2013
0.2,76,76,Brazil,591080,590391,689,410,1,Brasil,104713195,101364703,206077898,Preliminar,2014,2014
0.2,76,76,Brazil,591080,590393,687,410,1,Brasil,104713195,101364703,206077898,Final,2014,2014
0.42,76,76,Brazil,1649008,1647439,1569,863,1,Brasil,105646790,102200738,207847528,final,2015,2015
0.31,76,76,Brazil,1500535,1499674,861,642,1,Brasil,106555349,103012571,209567920,Preliminar,2016,2016
0.06,76,76,Brazil,255665,255287,378,133,1,Brasil,107440880,103802340,211243220,Preliminar,2017,2017
0,76,76,Brazil,38043,38030,13,2,1,Brasil,108303337,104569814,212873151,Preliminar,2018,2018
0,84,84,Belize,4,4,0,0,1,Belice,71424,72727,144151,Final,1980,1980
0,84,84,Belize,9,9,0,0,1,Belice,73079,74487,147566,Final,1981,1981
0,84,84,Belize,482,482,0,0,1,Belice,75047,76451,151498,Final,1982,1982
0,84,84,Belize,26,26,0,0,1,Belice,77243,78577,155820,Final,1983,1983
0,84,84,Belize,137,137,0,0,1,Belice,79540,80802,160342,Final,1984,1984
0,84,84,Belize,0,0,0,0,1,Belice,81840,83076,164916,Final,1985,1985
0,84,84,Belize,1,1,0,0,1,Belice,84150,85420,169570,Final,1986,1986
0,84,84,Belize,0,0,0,0,1,Belice,86489,87837,174326,Final,1987,1987
0,84,84,Belize,0,0,0,0,1,Belice,88789,90236,179025,Final,1988,1988
0,84,84,Belize,0,0,0,0,1,Belice,90967,92503,183470,Final,1989,1989
0,84,84,Belize,2,2,0,0,1,Belice,92981,94571,187552,Final,1990,1990
0,84,84,Belize,0,0,0,0,1,Belice,94763,96364,191127,Final,1991,1991
0,84,84,Belize,0,0,0,0,1,Belice,96370,97951,194321,Final,1992,1992
0,84,84,Belize,0,0,0,0,1,Belice,98035,99580,197615,Final,1993,1993
0,84,84,Belize,0,0,0,0,1,Belice,100079,101599,201678,Final,1994,1994
0,84,84,Belize,107,107,0,0,1,Belice,102722,104240,206962,Final,1995,1995
0,84,84,Belize,0,0,0,0,1,Belice,106064,107610,213674,Final,1996,1996
0,84,84,Belize,141,141,0,0,1,Belice,110007,111601,221608,Final,1997,1997
0,84,84,Belize,7,6,1,0,1,Belice,114319,115970,230289,Final,1998,1998
0,84,84,Belize,3,3,0,0,1,Belice,118663,120361,239024,Final,1999,1999
0.4,84,84,Belize,4,4,0,1,1,Belice,122796,124516,247312,Final,2000,2000
0,84,84,Belize,3,3,0,0,1,Belice,126636,128353,254989,Final,2001,2001
0,84,84,Belize,41,41,0,0,1,Belice,130257,131945,262202,Final,2002,2002
0,84,84,Belize,0,0,0,0,1,Belice,133752,135380,269132,Final,2003,2003
0,84,84,Belize,2,2,0,0,1,Belice,137279,138806,276085,Final,2004,2004
0,84,84,Belize,380,380,0,0,1,Belice,140949,142330,283279,Final,2005,2005
0,84,84,Belize,9,9,0,0,1,Belice,144783,145968,290751,Final,2006,2006
0,84,84,Belize,40,40,0,0,1,Belice,148730,149673,298403,Final,2007,2007
0,84,84,Belize,23,23,0,0,1,Belice,152747,153418,306165,Final,2008,2008
0,84,84,Belize,1370,1283,87,0,1,Belice,156766,157159,313925,Final,2009,2009
